,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01
LinesOfCreditCurrent,,,,,,,,,,,,,,,,,,,,,,,,50000000.000,50000000.000,50000000.000,0.000
LongTermAccountsNotesAndLoansReceivableNetNoncurrent,23380000.000,11452000.000,10622000.000,9178000.000,11371000.000,7555000.000,7750000.000,5668000.000,7559000.000,,,,,,,,,,,,,,,,,,
MachineryAndEquipmentGross,,,,,47831000.000,,,,44108000.000,,,,44949000.000,,,,40637000.000,,,,42274000.000,,,,44119000.000,,
MoneyMarketFundsAtCarryingValue,,,,,484102000.000,529194000.000,520546000.000,484465000.000,566334000.000,659218000.000,403153000.000,475563000.000,345872000.000,348884000.000,357616000.000,296855000.000,728496000.000,678426000.000,415443000.000,401303000.000,360691000.000,480147000.000,387641000.000,297071000.000,237724000.000,381205000.000,447890000.000
NotesAndLoansReceivableGrossCurrent,,,,29220000.000,37086000.000,33146000.000,48108000.000,27100000.000,30647000.000,33984000.000,25615000.000,40134000.000,31567000.000,24992000.000,24836000.000,30323000.000,37569000.000,49566000.000,,,,,,,,,
NotesAndLoansReceivableNetCurrent,,,39190000.000,,,,,,,,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,83131000.000,,,,74556000.000,,,,82223000.000,,,,71062000.000,,,,55081000.000,,,,90971000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,21156000.000,,,,20494000.000,,,,23233000.000,,,,25140000.000,,,,21669000.000,,,,20735000.000,,
OperatingLeasesFutureMinimumPaymentsDueFutureMinimumSubleaseRentals,,,,,,,,,1533000.000,,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,8687000.000,,,,4260000.000,,,,5537000.000,,,,5183000.000,,,,2600000.000,,,,7436000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,10311000.000,,,,10307000.000,,,,8046000.000,,,,7603000.000,,,,6199000.000,,,,9040000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,12109000.000,,,,13174000.000,,,,15664000.000,,,,11468000.000,,,,8996000.000,,,,13918000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,17176000.000,,,,15898000.000,,,,20109000.000,,,,19165000.000,,,,13009000.000,,,,17647000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,13692000.000,,,,10423000.000,,,,9634000.000,,,,2503000.000,,,,2608000.000,,,,22195000.000,,
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,,,,,,,1804000.000,,,,2090000.000,,,,751000.000,,,,67000.000,,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,,,,,,,902000.000,,,,1256000.000,,,,671000.000,,,,67000.000,,
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,,,,,,,90000.000,,,,0.000,,,,0.000,,,,0.000,,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,,,,,,,282000.000,,,,84000.000,,,,0.000,,,,0.000,,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,,,,,,,530000.000,,,,750000.000,,,,80000.000,,,,0.000,,
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,
OtherAccruedLiabilitiesCurrent,,,,,45621000.000,,,,32645000.000,,,,35522000.000,,,,52629000.000,,,,46254000.000,,,,41811000.000,,
OtherAssets,,,,,58039000.000,,,,225566000.000,,,,28106000.000,,,,41363000.000,,,,59252000.000,,,,55193000.000,,
OtherAssetsNoncurrent,206124000.000,277027000.000,78672000.000,81244000.000,58039000.000,58917000.000,59096000.000,59335000.000,225566000.000,209663000.000,253112000.000,257191000.000,196525000.000,185389000.000,170802000.000,181958000.000,209366000.000,201354000.000,199790000.000,194983000.000,304903000.000,308513000.000,300813000.000,298975000.000,311740000.000,315128000.000,316961000.000
OtherLiabilities,,,,,,,,,,,,,36080000.000,,,,33793000.000,,,,,,,,,,
OtherLiabilitiesNoncurrent,266110000.000,333074000.000,138619000.000,145870000.000,128894000.000,126561000.000,131172000.000,130478000.000,104033000.000,51533000.000,117034000.000,115262000.000,71436000.000,69025000.000,70502000.000,82297000.000,79489000.000,75816000.000,70940000.000,56937000.000,59596000.000,55763000.000,56842000.000,56355000.000,59314000.000,64672000.000,67096000.000
OtherPrepaidExpenseCurrent,,,,,50540000.000,,,,68494000.000,,,,31751000.000,,,,31856000.000,,,,31967000.000,,,,,,
PreferredStockParOrStatedValuePerShare,0.010,,,,0.010,,,,0.010,,,,0.010,,,,0.010,,,,0.010,,,,0.010,,
PreferredStockSharesAuthorized,400000.000,,,,400000.000,,,,400000.000,,,,400000.000,,,,400000.000,,,,400000.000,,,,400000.000,,
PreferredStockSharesIssued,0.000,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,
PreferredStockSharesOutstanding,0.000,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,
PreferredStockValue,0.000,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,
PrepaidExpenseAndOtherAssetsCurrent,,,79966000.000,59910000.000,64216000.000,69178000.000,61976000.000,60780000.000,127036000.000,122604000.000,120598000.000,117457000.000,123382000.000,136300000.000,143314000.000,134929000.000,126313000.000,135047000.000,129320000.000,139534000.000,31967000.000,41360000.000,39485000.000,42953000.000,37099000.000,41092000.000,39175000.000
PropertyPlantAndEquipmentGross,,,,,921507000.000,,,,879889000.000,,,,807209000.000,,,,782663000.000,,,,809944000.000,,,,851568000.000,,
PropertyPlantAndEquipmentNet,285115000.000,273161000.000,267758000.000,259940000.000,262517000.000,257743000.000,251920000.000,246856000.000,244439000.000,237455000.000,243288000.000,241965000.000,238715000.000,239425000.000,239314000.000,231337000.000,230112000.000,225556000.000,229838000.000,227689000.000,228599000.000,231180000.000,235911000.000,240590000.000,238607000.000,243949000.000,249140000.000
PurchaseObligation,,,,,,,,,43600000.000,,,,78200000.000,,,,47200000.000,,,,48200000.000,,,,30400000.000,,
ReceivablesNetCurrent,191893000.000,172543000.000,150241000.000,152433000.000,136772000.000,79997000.000,123243000.000,123206000.000,97821000.000,75253000.000,92581000.000,101896000.000,107624000.000,106322000.000,101924000.000,107634000.000,122492000.000,133924000.000,131325000.000,133665000.000,164848000.000,147533000.000,156444000.000,152025000.000,157171000.000,180571000.000,153154000.000
RestructuringReserve,,,7500000.000,5591000.000,5027000.000,4797000.000,4512000.000,4492000.000,4343000.000,,,,14224000.000,7198000.000,4786000.000,11667000.000,6210000.000,6535000.000,3754000.000,2067000.000,1137000.000,8735000.000,3441000.000,798000.000,24460000.000,13365000.000,6678000.000
RetainedEarningsAccumulatedDeficit,-1138853000.000,-1139018000.000,-1114847000.000,-1092468000.000,-1083245000.000,-1053745000.000,-1018190000.000,-962515000.000,-649549000.000,-570940000.000,-561511000.000,-523011000.000,-485306000.000,-452236000.000,-428973000.000,-391438000.000,-326408000.000,-290149000.000,-231989000.000,-154365000.000,-73991000.000,-15622000.000,33713000.000,98425000.000,136902000.000,205161000.000,274288000.000
SecuritiesOwnedNotReadilyMarketable,,,,,,,10455000.000,9337000.000,7287000.000,6970000.000,6746000.000,6686000.000,6677000.000,8201000.000,8608000.000,6172000.000,6139000.000,,,,3917000.000,,,,3166000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,18215000.000,,,,15696000.000,,,,14104000.000,,,,11425000.000,,,,7098000.000,,,,5036000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,12.000,,,,11.000,,,,10.270,,,,9.280,,,,10.350,,,,11.730,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,4.860,,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,9.650,,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,44692000.000,,,,71574000.000,,,,80673000.000,,,,126892000.000,,,,84954000.000,,,,82618000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,22996000.000,,,,19278000.000,,,,17475000.000,,,,13876000.000,,,,8977000.000,,,,7117000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,11.010,,,,10.710,,,,10.060,,,,9.710,,,,11.350,,,,13.610,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,44472000.000,,,,71386000.000,,,,80632000.000,,,,126866000.000,,,,84947000.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,22884000.000,,,,19222000.000,,,,17462000.000,,,,13870000.000,,,,8976000.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,,11.020,,,,10.710,,,,10.060,,,,9.710,,,,11.350,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,29580000.000,,,,57307000.000,,,,64423000.000,,,,109501000.000,,,,74264000.000,,,,67954000.000,,
ShortTermInvestments,12715000.000,10917000.000,3255000.000,2959000.000,3037000.000,3287000.000,51304000.000,95819000.000,100704000.000,100992000.000,101251000.000,96019000.000,96788000.000,97006000.000,97910000.000,94970000.000,90445000.000,92640000.000,96560000.000,95104000.000,94498000.000,96317000.000,34745000.000,8503000.000,3057000.000,3479000.000,3229000.000
StockRepurchaseProgramAuthorizedAmount1,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,,,,,,,,,,,,,,,,,,,,,959887000.000,719887000.000,,,,,
StockRepurchaseProgramRemainingNumberOfSharesAuthorizedToBeRepurchased,,,,,,,,,,,,,,,,751800000.000,714300000.000,677500000.000,1200000000.000,1100000000.000,,,,,,,
StockholdersEquity,276654000.000,297706000.000,331316000.000,376596000.000,411130000.000,460752000.000,502013000.000,588388000.000,915171000.000,1019673000.000,1040260000.000,1096206000.000,1156105000.000,1214202000.000,1260484000.000,1284727000.000,1333574000.000,1363190000.000,1397215000.000,1384562000.000,1376115000.000,1234052000.000,1075393000.000,926796000.000,741770000.000,840592000.000,951793000.000
TreasuryStockShares,38922000.000,,,,33358000.000,,,,25394000.000,,,,17905000.000,,,,14453000.000,,,,19768000.000,,,,51061000.000,,
TreasuryStockValue,353090000.000,332065000.000,330093000.000,294285000.000,290462000.000,269646000.000,266820000.000,207018000.000,200786000.000,175110000.000,168573000.000,141344000.000,140142000.000,147621000.000,154839000.000,169511000.000,203792000.000,219578000.000,256476000.000,307408000.000,400555000.000,587348000.000,800059000.000,963604000.000,1190053000.000,1166599000.000,1156626000.000
USGovernmentSecuritiesAtCarryingValue,,,,,,,,3975000.000,,,,,,,,,,,,,,,,,,,
UnbilledContractsReceivable,,,,,,,,,,,,,,,,,,,46318000.000,53792000.000,57807000.000,65129000.000,78684000.000,71991000.000,71617000.000,66434000.000,68771000.000
UnrecognizedTaxBenefits,,,,,98812000.000,,,,92378000.000,,81141000.000,86574000.000,78279000.000,,,,97224000.000,,,88900000.000,87820000.000,,,,98540000.000,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,75057000.000,,,,57725000.000,,45127000.000,49914000.000,49458000.000,,,,57127000.000,,,46300000.000,48335000.000,,,,56248000.000,,
UnsecuredLongTermDebt,,,,,,,,,,,,,,,,,348676000.000,348705000.000,348733000.000,348760000.000,348788000.000,642862000.000,643073000.000,643277000.000,643493000.000,643709000.000,643927000.000
