,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,276249000.000,272884000.000,270757000.000,331050000.000,331919000.000,334276000.000,333730000.000,427588000.000,425179000.000,416968000.000,413463000.000,269751000.000,263607000.000,253838000.000,240924000.000,288216000.000,279219000.000,259301000.000,237544000.000,348239000.000,333441000.000,322407000.000,288732000.000,401747000.000,385962000.000,370037000.000,352361000.000
PledgedAssetsNotSeparatelyReportedOtherFinancialInstruments,,,,,,,,,,,,,,,,,,,,1508996000.000,,,,1447486000.000,,,
PreferredStockSharesAuthorized,,,,10000000.000,,,,10000000.000,,,,10000000.000,,,,10000000.000,,,,10000000.000,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,,,,26076000.000,,,,29474000.000,,,,36183000.000,,,,42452000.000,,,,34653000.000,37933000.000,38096000.000,36415000.000,34688000.000,39659000.000,42274000.000,41418000.000
PrincipalAmountOutstandingOnLoansSecuritized,,,,,,83500000.000,94200000.000,81800000.000,69400000.000,94800000.000,68900000.000,100000000.000,99400000.000,100000000.000,100000000.000,100000000.000,100000000.000,0.000,0.000,0.000,,,,,,,120000000.000
PropertyPlantAndEquipmentGross,,,,1017023000.000,,,,1107035000.000,,,,1176011000.000,,,,1194424000.000,,,,1213924000.000,,,,1248178000.000,,,
PropertyPlantAndEquipmentNet,486943000.000,492518000.000,496885000.000,503872000.000,511793000.000,525484000.000,528357000.000,546179000.000,549171000.000,552488000.000,547171000.000,562363000.000,564205000.000,560367000.000,565300000.000,555348000.000,546329000.000,535692000.000,537012000.000,536756000.000,535393000.000,529735000.000,518233000.000,522369000.000,508656000.000,507091000.000,510536000.000
ProvisionForLossOnContracts,42411000.000,40973000.000,48396000.000,45173000.000,41821000.000,40090000.000,45610000.000,48428000.000,42463000.000,43394000.000,44619000.000,44228000.000,38875000.000,34528000.000,36262000.000,35984000.000,33914000.000,33166000.000,31388000.000,30422000.000,29724000.000,29740000.000,31413000.000,32543000.000,30045000.000,35743000.000,37093000.000
PurchaseCommitmentRemainingMinimumAmountCommitted,,,,,,,,,,,,509833000.000,,,,517692000.000,,,,,,,,,,,
PurchaseObligation,,,,,,,,,,,,,,,,,,,,605316000.000,,,,655572000.000,,,
ReceivablesFromCustomers,,,,117072000.000,,,,139287000.000,,,,182050000.000,,,,,,,,,,,,,,,
ReceivablesLongTermContractsOrPrograms,,,,311087000.000,,,,401369000.000,,,,470669000.000,,446978000.000,446046000.000,439027000.000,402786000.000,419239000.000,401604000.000,399960000.000,382920000.000,400568000.000,365290000.000,375805000.000,389373000.000,383335000.000,368510000.000
ReceivablesNetCurrent,614361000.000,643654000.000,683714000.000,655805000.000,676801000.000,710125000.000,710100000.000,744551000.000,744356000.000,770470000.000,762685000.000,811376000.000,777483000.000,793349000.000,781858000.000,780874000.000,706373000.000,737936000.000,710965000.000,698419000.000,690876000.000,703022000.000,647987000.000,688388000.000,677841000.000,688649000.000,677918000.000
RedeemableNoncontrollingInterestEquityCarryingAmount,,,,,,,,,,,,,,,,,,,,,,,,5651000.000,5145000.000,0.000,0.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,,,,,,,,,,,37366000.000,
RestructuringReserve,,,,283000.000,,,,106000.000,,969000.000,2146000.000,7129000.000,3732000.000,2051000.000,1028000.000,11389000.000,5743000.000,3088000.000,7934000.000,14546000.000,10201000.000,6024000.000,2504000.000,7846000.000,6531000.000,3355000.000,1561000.000
RetainedEarningsAccumulatedDeficit,,,,1016754000.000,,,,1169216000.000,,,,1289713000.000,,,,1447911000.000,,,,1579794000.000,,,,1706539000.000,1737103000.000,1769129000.000,1809217000.000
SecuredLongTermDebt,,,,,,,,,,,,,,,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,120000000.000,120000000.000,120000000.000,120000000.000,0.000
SeniorLongTermNotes,,,,,,,,,,,,,,,,,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
SeniorNotes,,,,337568000.000,,,,295269000.000,,,,412507000.000,,,,770376000.000,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,,,,,,,,,,,,,,189305.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,,,,,,,,,,,,,,38.680,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,,1262195.000,,,,792886.000,,,,602288.000,,,,255883.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,,30.850,,,,33.190,,,,34.550,,,,36.810,,,,,,,
ShortTermBankLoansAndNotesPayable,,,,,,,,,,,,,,,,,,,,,83000.000,90000.000,97000.000,99000.000,86000.000,90000.000,89000.000
ShortTermBorrowings,5029000.000,1554000.000,10071000.000,9283000.000,8446000.000,93747000.000,103699000.000,90774000.000,77537000.000,102229000.000,75959000.000,105088000.000,104155000.000,109609000.000,103942000.000,103660000.000,100415000.000,420000.000,407000.000,83000.000,1363000.000,1370000.000,1377000.000,1379000.000,1366000.000,90000.000,120089000.000
ShortTermNonBankLoansAndNotesPayable,,,,,,,,,,,,,,,,,,,,,1280000.000,1280000.000,1280000.000,1280000.000,1280000.000,0.000,0.000
SignificantPurchaseCommitmentRemainingMinimumAmountCommitted,,,,652747000.000,,,,499264000.000,,,,,,,,,,,,,,,,,,,
StandardProductWarrantyAccrual,,,19547000.000,19247000.000,18552000.000,17720000.000,17613000.000,18859000.000,18040000.000,16450000.000,17411000.000,17429000.000,17369000.000,17037000.000,18192000.000,19953000.000,18326000.000,17618000.000,17601000.000,18660000.000,19391000.000,20398000.000,19880000.000,21363000.000,22883000.000,23272000.000,23985000.000
StockholdersEquity,1154264000.000,1206952000.000,1271208000.000,1191891000.000,1226425000.000,1281141000.000,1302688000.000,1304790000.000,1354781000.000,1368013000.000,1402865000.000,1535765000.000,1577692000.000,1593216000.000,1530375000.000,1347415000.000,1240116000.000,1154978000.000,1113020000.000,994532000.000,1003036000.000,1032138000.000,1029675000.000,988411000.000,980861000.000,1034988000.000,1107924000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1154264000.000,1206952000.000,1271208000.000,1191891000.000,1226425000.000,1281141000.000,1302688000.000,1304790000.000,1354781000.000,1368013000.000,1402865000.000,1535765000.000,1577692000.000,1593216000.000,1530375000.000,1347415000.000,1240116000.000,1154978000.000,1113020000.000,994532000.000,1003036000.000,1032138000.000,1029675000.000,988411000.000,980861000.000,1034988000.000,1107924000.000
SubordinatedLongTermDebt,378609000.000,378605000.000,378601000.000,378596000.000,378592000.000,378588000.000,378584000.000,378579000.000,378575000.000,191571000.000,191567000.000,191562000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
TaxCreditCarryforwardAmount,,,,35681000.000,,,,37285000.000,,,,42489000.000,,,,39158000.000,,,,36936000.000,,,,,,,
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,,,,,,,,,,,,,,,,,,,,,9106000.000,8377000.000,7875000.000,5651000.000,5145000.000,0.000,0.000
TreasuryStockValue,,,,74479000.000,,,,74980000.000,,,,83003000.000,,,,360445000.000,,,,701771000.000,,,,741700000.000,740838000.000,739551000.000,739412000.000
UnbilledContractsReceivable,,,,,,,,,,,,337520000.000,,320575000.000,323095000.000,313530000.000,304361000.000,298669000.000,303729000.000,286395000.000,284048000.000,272439000.000,243071000.000,245376000.000,260469000.000,250553000.000,258442000.000
UnrecognizedTaxBenefits,,,,6696000.000,,,,3923000.000,,,,1533000.000,,,,1793000.000,,,,1184000.000,,,,498000.000,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,1634000.000,,,,1473000.000,,,,1363000.000,,,,1699000.000,,,,1019000.000,,,,469000.000,,,
