,2011-01-02,2011-04-03,2011-07-03,2011-10-02,2012-01-01,2012-04-01,2012-07-01,2012-09-30,2012-12-30,2013-03-31,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2016-01-03,2016-04-03,2016-07-03,2016-10-02,2017-01-01,2017-04-02,2017-07-02
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,3836000.000,3435000.000,3435000.000,8423000.000,12449000.000,7413000.000,7675000.000,5527000.000,5620000.000,5613000.000,5643000.000,5301000.000,116209000.000,113648000.000,121587000.000,120966000.000,130659000.000,130986000.000,174028000.000,,187319000.000,191592000.000
FiniteLivedIntangibleAssetsGross,,,105682000.000,105282000.000,105782000.000,105782000.000,105782000.000,106032000.000,161821000.000,161821000.000,162196000.000,162196000.000,162196000.000,162296000.000,162296000.000,162296000.000,162296000.000,1022995000.000,1022995000.000,1026068000.000,1025840000.000,992096000.000,991462000.000,1286945000.000,1208447000.000,1207802000.000,1208447000.000
FiniteLivedIntangibleAssetsNet,,,,,,7356000.000,6086000.000,5139000.000,49216000.000,46977000.000,45116000.000,42852000.000,40828000.000,38982000.000,37069000.000,35274000.000,33918000.000,674922000.000,640131000.000,626346000.000,612979000.000,618480000.000,587846000.000,727098000.000,,699827000.000,667989000.000
FiniteLivedLicenseAgreementsGross,,,,,,,,,,,,,,,,,,,,25883000.000,24079000.000,22252000.000,25793000.000,23148000.000,14498000.000,17871000.000,13417000.000
ForeignCurrencyContractAssetFairValueDisclosure,,,,,,,,,,,,,,,,,,,,,966000.000,6792000.000,11317000.000,5600000.000,6605000.000,5425000.000,3794000.000
ForeignCurrencyContractsLiabilityFairValueDisclosure,,,,,,,,,,,,,,,,,,,,,1283000.000,6460000.000,10358000.000,4696000.000,15582000.000,10294000.000,8004000.000
FurnitureAndFixturesGross,,,,,9334000.000,,,,7864000.000,,,,7174000.000,,,,,,,,,,,,,,
Goodwill,31836000.000,31836000.000,31836000.000,31836000.000,31836000.000,31836000.000,31836000.000,31836000.000,64194000.000,64194000.000,65696000.000,65696000.000,65696000.000,65696000.000,65696000.000,65696000.000,65696000.000,1741733000.000,1741733000.000,1741733000.000,1738882000.000,1738882000.000,1250378000.000,1468104000.000,1439472000.000,1439472000.000,1439472000.000
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,10200000.000,10600000.000,9800000.000,10500000.000,10700000.000,10600000.000,11600000.000,11700000.000,6000000.000,5300000.000,5800000.000,2800000.000,2900000.000,2700000.000,3000000.000,8200000.000,9100000.000,9100000.000,12000000.000,12900000.000,9500000.000,9900000.000,8500000.000,9100000.000,9400000.000
IntangibleAssetsNetExcludingGoodwill,12499000.000,11929000.000,10725000.000,9397000.000,8626000.000,7356000.000,6086000.000,5139000.000,49216000.000,46977000.000,45116000.000,42852000.000,40828000.000,38982000.000,37069000.000,35274000.000,33918000.000,887222000.000,851243000.000,823436000.000,789195000.000,719894000.000,686885000.000,927454000.000,904561000.000,855602000.000,805428000.000
InventoryFinishedGoods,,,22810000.000,25092000.000,24278000.000,21250000.000,22260000.000,23795000.000,60686000.000,41736000.000,34782000.000,28828000.000,24638000.000,20280000.000,21683000.000,19269000.000,19471000.000,108319000.000,47940000.000,37104000.000,37834000.000,,,,63726000.000,,
InventoryFinishedGoodsNetOfReserves,,,,,,,,,,,,,,,,,,,,,,42875000.000,43966000.000,60000000.000,,86267000.000,76567000.000
InventoryGross,,,,,,,,,,,,,,,,,,551000000.000,,,385200000.000,,,,,,
InventoryNet,101763000.000,104122000.000,104969000.000,111601000.000,92304000.000,97962000.000,91376000.000,89310000.000,127596000.000,109188000.000,98580000.000,101031000.000,100612000.000,89193000.000,88955000.000,88790000.000,88227000.000,389022000.000,300922000.000,279007000.000,243595000.000,225752000.000,220890000.000,247735000.000,287776000.000,324978000.000,311774000.000
InventoryRawMaterials,,,6835000.000,6192000.000,4474000.000,5306000.000,6190000.000,4509000.000,4307000.000,4189000.000,3834000.000,3196000.000,4026000.000,4618000.000,5169000.000,4848000.000,4753000.000,14484000.000,13636000.000,12576000.000,13516000.000,,,,15525000.000,,
InventoryRawMaterialsNetOfReserves,,,,,,,,,,,,,,,,,,,,,,14160000.000,15430000.000,15470000.000,,15628000.000,15474000.000
InventoryValuationReserves,,,,,,,,,,,,,,,,,,162000000.000,,,141600000.000,,,,,,
InventoryWorkInProcess,,,75324000.000,80317000.000,63552000.000,71406000.000,62926000.000,61006000.000,62603000.000,63263000.000,59964000.000,69007000.000,71948000.000,64295000.000,62103000.000,64673000.000,64003000.000,266219000.000,239346000.000,229327000.000,192245000.000,,,,208525000.000,,
InventoryWorkInProcessNetOfReserves,,,,,,,,,,,,,,,,,,,,,,168717000.000,161494000.000,172265000.000,,223083000.000,219733000.000
Land,,,,,17655000.000,,,,19563000.000,,,,18570000.000,,,,,,,,,,,,,,
Liabilities,369908000.000,425135000.000,445881000.000,447358000.000,412248000.000,459834000.000,586739000.000,643039000.000,654768000.000,683745000.000,644507000.000,618449000.000,587201000.000,604561000.000,613257000.000,572302000.000,541416000.000,1295027000.000,1297117000.000,1239633000.000,1291576000.000,1342535000.000,1440704000.000,1916402000.000,1979119000.000,1947617000.000,1899121000.000
LiabilitiesAndStockholdersEquity,1072801000.000,993941000.000,1107204000.000,851486000.000,810090000.000,761741000.000,881407000.000,879024000.000,831629000.000,836094000.000,809623000.000,795991000.000,765836000.000,780907000.000,786266000.000,777109000.000,743281000.000,4201446000.000,4111301000.000,4081932000.000,4004261000.000,3766461000.000,3403754000.000,3889824000.000,3871871000.000,3806907000.000,3744110000.000
LiabilitiesCurrent,312289000.000,364674000.000,397653000.000,387247000.000,326460000.000,369883000.000,350250000.000,362904000.000,348748000.000,381208000.000,359678000.000,336600000.000,305842000.000,331045000.000,341549000.000,304623000.000,274832000.000,724665000.000,610775000.000,553954000.000,528396000.000,494257000.000,533227000.000,636089000.000,702457000.000,694030000.000,645844000.000
LiabilitiesFairValueDisclosure,,,32591000.000,29660000.000,,,,,,,,,,,,,,,,,,,,,,,
LineOfCredit,,,,,,,,,,,,,,,,,227000000.000,,,,,,,,,,
LineOfCreditFacilityAmountOutstanding,,,,,,,,,,,,,227000000.000,,,,,,,,,,,,,,
LinesOfCreditCurrent,,,,,,50000000.000,,,,,,,,,,,,,,,,,,,,,
LongLivedAssetsHeldForSaleImpairmentCharge,,,,1900000.000,2000000.000,,,,,,,,,,,,,,,,,,,,,,
LongTermDebt,,,,,14138000.000,13478000.000,12816000.000,172569000.000,11486000.000,10804000.000,10123000.000,9435000.000,8743000.000,8045000.000,7342000.000,6633000.000,5918000.000,557065000.000,664790000.000,660931000.000,,873186000.000,1050622000.000,1566398000.000,1556227000.000,1498051000.000,1490019000.000
LongTermDebtCurrent,,,,,,,,,,,,,,,,,,16091000.000,6049000.000,9131000.000,14606000.000,13670000.000,13436000.000,29757000.000,30152000.000,30036000.000,30000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,,,,,,,,,,,,493000000.000,601992000.000,601990000.000,,,,,,,294112000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,2652000.000,1997000.000,1336000.000,,2737000.000,2061000.000,1380000.000,692000.000,2825000.000,2127000.000,1424000.000,715000.000,2916000.000,,,,,29287000.000,17777000.000,18257000.000,90687000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,3009000.000,3004000.000,3003000.000,,,,,,,,,,,11540000.000,13955000.000,14045000.000,,756276000.000,913512000.000,1281356000.000,658079000.000,655212000.000,361459000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,2915000.000,2915000.000,2915000.000,,3009000.000,3003000.000,3003000.000,3003000.000,,,,,,11540000.000,13955000.000,14045000.000,,30374000.000,40688000.000,90232000.000,628502000.000,608941000.000,610055000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,2825000.000,2825000.000,2825000.000,,2915000.000,2915000.000,2915000.000,2915000.000,3003000.000,3003000.000,3003000.000,3003000.000,,11540000.000,13955000.000,14045000.000,,28186000.000,38704000.000,86921000.000,91135000.000,82851000.000,84594000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,2737000.000,2737000.000,2737000.000,,2825000.000,2825000.000,2825000.000,2825000.000,2915000.000,2915000.000,2915000.000,2915000.000,3002000.000,11540000.000,13955000.000,14045000.000,,29063000.000,39941000.000,89632000.000,87824000.000,78935000.000,80747000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,,,,,,,,,,,,,,,,17905000.000,6978000.000,2761000.000,,,,,,72112000.000,59052000.000
LongTermDebtNoncurrent,,,,,6393000.000,,,,,,,,,,,,,,,,,,,,,,
LongTermInvestments,,,6185000.000,6669000.000,,19100000.000,14600000.000,14800000.000,,,,,,,,,,,,,,,,,,,
LongTermLineOfCredit,,,,,,,153000000.000,198000000.000,232000000.000,232000000.000,227000000.000,227000000.000,227000000.000,227000000.000,227000000.000,227000000.000,227000000.000,477989000.000,586343000.000,582577000.000,673659000.000,752584000.000,820364000.000,1192299000.000,1194979000.000,1171706000.000,1168851000.000
MachineryAndEquipmentGross,,,,,1013517000.000,,,,1021642000.000,,,,1039984000.000,,,,,,,,,,,,,,
MarketableSecuritiesEquitySecurities,,,,,,4400000.000,6200000.000,6100000.000,,,,,,,,,10000000.000,8100000.000,,,,,,,,,
MarketableSecuritiesNoncurrent,,,2185000.000,2669000.000,3000000.000,,,,1100000.000,2200000.000,,,,,,,,,,,,,,,,,
MinorityInterest,-1543000.000,-1727000.000,-1908000.000,-2146000.000,2425000.000,3352000.000,-4650000.000,-6298000.000,-4039000.000,-4682000.000,-3707000.000,-4137000.000,-4474000.000,-5373000.000,-5742000.000,-6029000.000,-5892000.000,-6535000.000,-7174000.000,-7695000.000,-8163000.000,-8294000.000,-5785000.000,876000.000,924000.000,988000.000,1054000.000
NotionalAmountOfForeignCurrencyDerivatives,,,700000.000,700000.000,,,,,,,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,25502000.000,23722000.000,22617000.000,23425000.000,22581000.000,24615000.000,25445000.000,20244000.000,18216000.000,18362000.000,17680000.000,14940000.000,13715000.000,67796000.000,64424000.000,69771000.000,74815000.000,68748000.000,77047000.000,76224000.000,77322000.000,75497000.000,71195000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,6975000.000,5195000.000,4561000.000,4400000.000,5762000.000,4625000.000,3589000.000,2172000.000,6011000.000,5365000.000,4369000.000,1593000.000,5973000.000,,,,16171000.000,,,,18935000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,2396000.000,2396000.000,2317000.000,2462000.000,2921000.000,3208000.000,3208000.000,2739000.000,542000.000,345000.000,520000.000,520000.000,230000.000,3625000.000,3623000.000,4885000.000,6028000.000,5884000.000,6699000.000,7053000.000,6030000.000,6476000.000,6402000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,3590000.000,3590000.000,3390000.000,3621000.000,3431000.000,3544000.000,3840000.000,3282000.000,2815000.000,2891000.000,2930000.000,2956000.000,512000.000,5389000.000,5489000.000,7219000.000,6541000.000,6309000.000,7455000.000,7790000.000,7915000.000,8506000.000,8228000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,4297000.000,4297000.000,4236000.000,4473000.000,4492000.000,4803000.000,5732000.000,5108000.000,3373000.000,3548000.000,3587000.000,3641000.000,2913000.000,9652000.000,9733000.000,11622000.000,9164000.000,8987000.000,11308000.000,12586000.000,9177000.000,9920000.000,10151000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,4875000.000,4875000.000,5473000.000,5611000.000,5236000.000,5693000.000,6713000.000,5890000.000,5209000.000,5717000.000,5700000.000,5656000.000,3743000.000,13525000.000,13086000.000,14713000.000,13076000.000,12784000.000,17412000.000,18499000.000,13445000.000,13885000.000,14379000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,3369000.000,3369000.000,2640000.000,2858000.000,739000.000,2742000.000,2363000.000,1053000.000,266000.000,496000.000,574000.000,574000.000,344000.000,24233000.000,24218000.000,27600000.000,23835000.000,23028000.000,24767000.000,25307000.000,21820000.000,22270000.000,22290000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,,,,,,,,,,11372000.000,8275000.000,3732000.000,,11756000.000,9406000.000,4989000.000,,14440000.000,9745000.000
OtherAssets,,,15430000.000,15610000.000,14849000.000,15065000.000,14650000.000,14338000.000,25284000.000,23653000.000,22740000.000,22297000.000,20702000.000,18387000.000,17464000.000,15506000.000,14485000.000,50811000.000,55223000.000,,,,,,,,
OtherAssetsCurrent,41908000.000,70969000.000,60471000.000,53341000.000,43492000.000,51210000.000,53246000.000,48972000.000,41082000.000,43045000.000,44508000.000,39367000.000,33555000.000,24494000.000,28015000.000,29094000.000,29288000.000,83210000.000,99066000.000,107302000.000,86880000.000,102490000.000,127670000.000,132718000.000,122162000.000,118541000.000,124038000.000
OtherAssetsMiscellaneousCurrent,,,13512000.000,10858000.000,9751000.000,12018000.000,10306000.000,5442000.000,15186000.000,8117000.000,7682000.000,5749000.000,4931000.000,6270000.000,7408000.000,7988000.000,7511000.000,25920000.000,30170000.000,34032000.000,27084000.000,3365000.000,27812000.000,38209000.000,43640000.000,15986000.000,11677000.000
OtherAssetsMiscellaneousNoncurrent,,,,,,,,,,,,,,,,,,,,22760000.000,34272000.000,27333000.000,34621000.000,35366000.000,44869000.000,32331000.000,34036000.000
OtherAssetsNoncurrent,72686000.000,73744000.000,78011000.000,80116000.000,78999000.000,82330000.000,85806000.000,88877000.000,74984000.000,75297000.000,76358000.000,77559000.000,81014000.000,79568000.000,88080000.000,87727000.000,93593000.000,189660000.000,177619000.000,182952000.000,200409000.000,191943000.000,201117000.000,343609000.000,147942000.000,147273000.000,144247000.000
OtherCommitmentDueInNextTwelveMonths,,,,,,,,,,,,,,,,,,,,,,,,,5000000.000,,
OtherLiabilitiesCurrent,65792000.000,66534000.000,65208000.000,60615000.000,62930000.000,72523000.000,79149000.000,74737000.000,98289000.000,99141000.000,77701000.000,80909000.000,76515000.000,82246000.000,94121000.000,79375000.000,81144000.000,242638000.000,208056000.000,217889000.000,202405000.000,185864000.000,127313000.000,148157000.000,180298000.000,138057000.000,133504000.000
OtherLiabilitiesNoncurrent,3789000.000,4643000.000,6394000.000,18302000.000,47178000.000,49570000.000,44466000.000,42995000.000,33092000.000,31635000.000,30397000.000,29079000.000,27528000.000,25339000.000,23890000.000,21661000.000,20800000.000,49262000.000,45916000.000,45247000.000,37784000.000,41984000.000,41163000.000,40703000.000,36749000.000,33462000.000,34269000.000
OtherLongTermDebt,,,,,11400000.000,10800000.000,10100000.000,9400000.000,,,,,,,,,,,,,,,,,,,
OtherMarketableSecuritiesNoncurrent,,,4000000.000,4000000.000,3200000.000,,,,,,,,,,,,,,,,,,,,,,
OtherPrepaidExpenseCurrent,,,,,2164000.000,8020000.000,8367000.000,7692000.000,7321000.000,3662000.000,3662000.000,1762000.000,0.000,,,,,,,,,,,,,,
OtherSundryLiabilitiesCurrent,,,,,21402000.000,22894000.000,22568000.000,19612000.000,46218000.000,31646000.000,24941000.000,25254000.000,25291000.000,21773000.000,22192000.000,20022000.000,24846000.000,43554000.000,53531000.000,55930000.000,67175000.000,69710000.000,55347000.000,81553000.000,92008000.000,22318000.000,22146000.000
OtherSundryLiabilitiesNoncurrent,,,,6392000.000,,9203000.000,8661000.000,8490000.000,11557000.000,11420000.000,11510000.000,11483000.000,11782000.000,10315000.000,10696000.000,10129000.000,10693000.000,,,16798000.000,14855000.000,19465000.000,18550000.000,19641000.000,14010000.000,3260000.000,2660000.000
PayablesToCustomers,,,3279000.000,,,,,,,,,,,,,,,,,,,,,,,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,1200000.000,1300000.000,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,,32475000.000,30372000.000,24664000.000,24259000.000,27660000.000,24230000.000,13945000.000,24386000.000,26284000.000,24976000.000,26364000.000,18224000.000,20607000.000,21106000.000,21777000.000,43566000.000,40187000.000,35768000.000,30934000.000,60973000.000,,,17769000.000,23485000.000,39740000.000
PrepaidExpenseNoncurrent,,,,,5957000.000,,1200000.000,,,,,,,,,,,,,,,,,,,13619000.000,12827000.000
PrepaidExpenseOtherNoncurrent,,,,,,,5868000.000,5659000.000,,,,,,,,,,,,,,,,,,,
PreproductionCostsRelatedToLongTermSupplyArrangementsAssetForMoldsDiesAndToolsOwned,,,,,,,,,,,,,,,,,,8645000.000,9721000.000,11226000.000,19379000.000,19991000.000,20771000.000,22533000.000,11768000.000,21327000.000,18937000.000
ProductWarrantyAccrual,,,3120000.000,3084000.000,3085000.000,3056000.000,3091000.000,3091000.000,3360000.000,3360000.000,3360000.000,3360000.000,2628000.000,2628000.000,3267000.000,2732000.000,2370000.000,3590000.000,4034000.000,4283000.000,4096000.000,4176000.000,5964000.000,5141000.000,3996000.000,3996000.000,4317000.000
PropertyPlantAndEquipmentGross,,,,,1242299000.000,,,,1286698000.000,,,,1281804000.000,,,,1276151000.000,,,,1584301000.000,,,,741725000.000,,
PropertyPlantAndEquipmentNet,260122000.000,267033000.000,291575000.000,296268000.000,284979000.000,280229000.000,276063000.000,270243000.000,274427000.000,263127000.000,262586000.000,259897000.000,258585000.000,253234000.000,248878000.000,244298000.000,237763000.000,561296000.000,544144000.000,459040000.000,425003000.000,402520000.000,402369000.000,300817000.000,297266000.000,293055000.000,289458000.000
RestrictedCashAndCashEquivalents,,,,,,,,,,,,,,,,,,9546000.000,7086000.000,,,,,,,,
RestrictedCashAndCashEquivalentsNoncurrent,,,,,,,,,,,,,,,,,,,,6674000.000,3462000.000,3718000.000,4377000.000,4206000.000,0.000,,
RestrictedCashAndInvestmentsCurrent,,,,,,,,,,,,,,,,,,,,4102000.000,3730000.000,3892000.000,4181000.000,4158000.000,4206000.000,2708000.000,2466000.000
RestructuringReserve,,,,,,,,,,,,,,,,,,64310000.000,36252000.000,27503000.000,21487000.000,18729000.000,17296000.000,23194000.000,35323000.000,18587000.000,15507000.000
RestructuringReserveCurrent,,,5901000.000,5216000.000,4061000.000,2498000.000,3110000.000,3005000.000,5113000.000,8100000.000,6771000.000,7331000.000,4158000.000,2693000.000,1797000.000,1371000.000,1177000.000,47751000.000,20495000.000,12527000.000,7270000.000,5273000.000,4642000.000,11261000.000,24029000.000,7996000.000,5599000.000
RestructuringReserveNoncurrent,,,,,,,,,,,,,,,,,,,,14976000.000,14217000.000,13456000.000,12654000.000,11933000.000,11294000.000,10591000.000,9908000.000
RetainedEarningsAccumulatedDeficit,-494002000.000,-438628000.000,-397805000.000,-357824000.000,-326163000.000,-345623000.000,-340646000.000,-326315000.000,-348533000.000,-376728000.000,-372962000.000,-381320000.000,-394897000.000,-405782000.000,-396256000.000,-383416000.000,-379913000.000,-626712000.000,-716763000.000,-686459000.000,-758780000.000,-862802000.000,-1382077000.000,-1372666000.000,-1445033000.000,-1493166000.000,-1516069000.000
SecuredLongTermDebt,,,,,,,,,3300000.000,3300000.000,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriodWeightedAverageGrantDateFairValue,,,9.360,9.720,8.520,,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,9300000.000,8755000.000,9005000.000,8184000.000,7930000.000,7744000.000,7887000.000,8958000.000,9333000.000,9193000.000,8652000.000,7765000.000,6985000.000,7314000.000,7838000.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,8.950,9.400,10.430,14.960,15.170,15.130,14.520,12.310,12.250,11.890,11.970,11.540,10.880,11.320,10.980,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,19200000.000,19000000.000,19100000.000,,,,,,,,,,,,,,,31900000.000,24400000.000,,18100000.000,47300000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,16784000.000,15977000.000,15560000.000,15447000.000,15310000.000,15256000.000,15432000.000,15210000.000,15051000.000,13779000.000,12346000.000,,12356000.000,10680000.000,9787000.000,,,,14366078.000,,,,6735748.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,4.450,4.610,4.780,4.970,5.170,5.300,5.500,5.690,5.850,6.080,6.390,,6.820,7.560,8.050,,7.270,7.300,7.400,7.500,10.110,10.410,10.620,10.930,11.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,4.090,4.600,4.510,,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,20.220,19.200,19.600,,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,206600000.000,149900000.000,99800000.000,93100000.000,94000000.000,87200000.000,53400000.000,57700000.000,53300000.000,56800000.000,38400000.000,82800000.000,147000000.000,76000000.000,38400000.000,48100000.000,36300.000,14600000.000,20300000.000,12900000.000,22400000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,26415000.000,24206000.000,23363000.000,21934000.000,20797000.000,20138000.000,22760000.000,21330000.000,23410000.000,21507000.000,19060000.000,18511000.000,17837000.000,15903000.000,14463000.000,21650000.000,18286000.000,17340000.000,16839721.000,16486000.000,9320000.000,8679000.000,,6608000.000,6275000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,5.980,6.070,6.490,6.500,6.550,6.560,7.250,7.310,7.880,8.100,8.330,8.350,8.380,8.940,9.240,7.830,8.120,8.000,7.990,8.000,10.350,10.550,10.700,10.960,11.010
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,,,,,,,,,,,,,,,56100000.000,38100000.000,,135000000.000,73900000.000,38300000.000,47900000.000,,,,12500000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,,,,,,,,,,,,,,,,,,,14745000.000,14488000.000,14366000.000,14347000.000,7483000.000,7145000.000,6736000.000,5699000.000,5589000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,239000000.000,201600000.000,146800000.000,98100000.000,92100000.000,93200000.000,86600000.000,53100000.000,57600000.000,,,,82800000.000,,,,48000000.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,22300000.000,21100000.000,20100000.000,19500000.000,21800000.000,20500000.000,22200000.000,20300000.000,18100000.000,17700000.000,17200000.000,15200000.000,13900000.000,21000000.000,17900000.000,17100000.000,16600000.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,,6.310,6.340,6.410,6.440,7.070,7.140,7.680,7.910,8.160,8.200,8.260,8.840,9.160,7.760,8.060,7.950,7.950,,,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,15560000.000,,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,23363000.000,,,,,,,,,,,,,,,,,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,165900000.000,125900000.000,87200000.000,83000000.000,86800000.000,82100000.000,51500000.000,93100000.000,,,,68000000.000,,,,,36200.000,14270000.000,18700000.000,,20000000.000,18600000.000
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,4.780,,,,,,,,,,,,,,,,,,,,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,,6.490,,,,,,,,,,,,,,,,,,,,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageRemainingContractualTerm1,,,,,4.820,,,,,,,,,,,,,,,,,,,,,,
ShortTermInvestments,171078000.000,141321000.000,78748000.000,70743000.000,66613000.000,47434000.000,92542000.000,57116000.000,54007000.000,44407000.000,31370000.000,24839000.000,18453000.000,7881000.000,12334000.000,15293000.000,15076000.000,9586000.000,11061000.000,871000.000,871000.000,970000.000,970000.000,990000.000,,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit,,,,,,,,,,,,,,,,,,,4500000.000,4100000.000,7000000.000,7200000.000,4100000.000,3600000.000,500000.000,400000.000,200000.000
StockholdersEquity,704436000.000,570533000.000,663231000.000,406274000.000,400267000.000,305259000.000,299318000.000,242283000.000,180900000.000,157031000.000,168823000.000,181679000.000,183109000.000,181719000.000,178751000.000,210836000.000,207757000.000,2912954000.000,2821358000.000,2849994000.000,2720848000.000,2432220000.000,1968835000.000,1972546000.000,1891828000.000,1858302000.000,1843935000.000
StockholdersEquityBeforeTreasuryStock,,,,,,,,,,,,,,2272139000.000,2269235000.000,2301330000.000,2298250000.000,5003447000.000,4922235000.000,4951019000.000,4869041000.000,4762946000.000,4304124000.000,4307856000.000,4227129000.000,4193707000.000,4179307000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,702893000.000,568806000.000,661323000.000,404128000.000,397842000.000,301907000.000,294668000.000,235985000.000,176861000.000,152349000.000,165116000.000,177542000.000,178635000.000,176346000.000,173009000.000,204807000.000,201865000.000,2906419000.000,2814184000.000,2842299000.000,2712685000.000,2423926000.000,1963050000.000,1973422000.000,1892752000.000,1859290000.000,1844989000.000
TaxCreditCarryforwardAmount,,,117900000.000,,,,,,,,,,,,,,,,,,,,,,,,
