,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01
LongTermDebtCurrent,416100000.000,410500000.000,317000000.000,517300000.000,526400000.000,536700000.000,216300000.000,208600000.000,10400000.000,10600000.000,11900000.000,13600000.000,9900000.000,8500000.000,8700000.000,6200000.000,5900000.000,5800000.000,20300000.000,5000000.000,5100000.000,5000000.000,6800000.000,7200000.000,7800000.000,8100000.000,8500000.000
LongTermDebtFairValue,,,,,,,,,,,,,,,,,4323800000.000,,,,4034400000.000,4086000000.000,4193200000.000,4233500000.000,3967400000.000,3991400000.000,4023900000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,1599100000.000,,,,3148700000.000,,,,2912300000.000,,,,2865200000.000,,,,2854900000.000,,,,2454600000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,526400000.000,,,,10400000.000,,,,7900000.000,,,,5600000.000,,,,4700000.000,,,,5700000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,302100000.000,,,,1900000.000,,,,979800000.000,,,,4800000.000,,,,1300000.000,,,,401700000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,3000000.000,,,,303000000.000,,,,3300000.000,,,,980800000.000,,,,5000000.000,,,,3000000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,656300000.000,,,,3600000.000,,,,4000000.000,,,,4200000.000,,,,980900000.000,,,,6500000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,256800000.000,,,,6700000.000,,,,5400000.000,,,,4900000.000,,,,4200000.000,,,,982300000.000,,
LongTermDebtNoncurrent,3018100000.000,3008500000.000,2729000000.000,2738700000.000,2925800000.000,2905700000.000,2924500000.000,2728900000.000,3526500000.000,3494100000.000,3428900000.000,3396900000.000,3799400000.000,3831100000.000,3849300000.000,3856800000.000,3839800000.000,3855700000.000,3823200000.000,3847300000.000,3836600000.000,3817200000.000,3814100000.000,3815100000.000,3815300000.000,3815600000.000,3817400000.000
MinorityInterest,52700000.000,52400000.000,52400000.000,63700000.000,63200000.000,58500000.000,47800000.000,59500000.000,60000000.000,44400000.000,78600000.000,81400000.000,81300000.000,81500000.000,82400000.000,83200000.000,82800000.000,82000000.000,82300000.000,81600000.000,47600000.000,46600000.000,46600000.000,46700000.000,6600000.000,6600000.000,6400000.000
MoneyMarketFundsAtCarryingValue,,,,,,,,,,,,,,,,,,,,10200000.000,,,,,,,
NotesAndLoansReceivableGrossCurrent,,,,,100300000.000,,,,125900000.000,,,,141500000.000,,,,136400000.000,,,,130600000.000,,,,140100000.000,,
NotesAndLoansReceivableNetNoncurrent,,,,,131200000.000,,,,,,,,,,,,,,,,,,,,,,
NotesReceivableNet,,,,135000000.000,,,,,,,,,,,,,,,,,,,,,,,
NotionalAmountOfInterestRateDerivatives,,,,,,,550000000.000,550000000.000,,950000000.000,,,,,,,,,,,,,,,,,
OperatingLossCarryforwards,,,,,765000000.000,,,,891000000.000,,,,1150000000.000,,,,1097000000.000,,,,1183000000.000,,,,1240000000.000,,
OptionIndexedToIssuersEquitySettlementAlternativesCashAtFairValue,,,,,,,,,,,,,,,,,,,,,,,,,,,22400000.000
OptionIndexedToIssuersEquitySettlementAlternativesSharesAtFairValue,,,,,,,,,,,,,,,,,,,,1692778.000,2603855.000,,,,711376.000,,418234.000
OtherAccruedLiabilitiesCurrent,,,,,337600000.000,,,,290600000.000,,,,289600000.000,,,,305300000.000,,,,278700000.000,,,,324200000.000,,
OtherAssetsCurrent,157100000.000,126300000.000,151800000.000,129100000.000,215000000.000,404200000.000,477300000.000,452500000.000,194500000.000,462100000.000,425100000.000,381200000.000,173200000.000,375100000.000,369400000.000,341500000.000,282800000.000,509300000.000,448300000.000,422100000.000,161100000.000,386800000.000,465400000.000,390800000.000,159300000.000,285600000.000,293700000.000
OtherAssetsMiscellaneous,,,,,,,,,,,,,,,,,21700000.000,,,,18700000.000,,,,13200000.000,,
OtherAssetsNoncurrent,343200000.000,374100000.000,414000000.000,377900000.000,338300000.000,300800000.000,302400000.000,280300000.000,456300000.000,437600000.000,434700000.000,448300000.000,448200000.000,460400000.000,484900000.000,477700000.000,419000000.000,418900000.000,436100000.000,450400000.000,434200000.000,426800000.000,392500000.000,389200000.000,401700000.000,788000000.000,803200000.000
OtherIntangibleAssetsNet,,,,,,,,,,,,,170100000.000,,,,144200000.000,,,,121000000.000,,,,103700000.000,,
OtherLiabilitiesNoncurrent,765500000.000,792600000.000,742200000.000,1155000000.000,1058800000.000,1073000000.000,1066100000.000,747400000.000,753800000.000,795400000.000,846100000.000,867100000.000,975600000.000,825900000.000,851100000.000,822200000.000,922800000.000,1246600000.000,1217500000.000,1227500000.000,1178600000.000,900700000.000,952800000.000,983600000.000,1258800000.000,2001600000.000,2099800000.000
OtherReceivablesGrossCurrent,,,,,32800000.000,,,,24400000.000,,,,151500000.000,,,,116400000.000,,,,109100000.000,,,,103000000.000,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,642800000.000,657100000.000,648200000.000,630300000.000,724100000.000,721100000.000,703300000.000,701000000.000,816300000.000,782900000.000,770000000.000,772400000.000,744200000.000,732400000.000,726900000.000,659500000.000,749900000.000,709100000.000,709100000.000,689600000.000,669400000.000,659800000.000,637200000.000,620400000.000,644300000.000,637600000.000,643700000.000
PreferredStockLiquidationPreference,,,,100.000,,,,,,,,,,,,,,,,,100.490,,,,,,1000.000
PreferredStockLiquidationPreferenceValue,,,,,,,,,,,,,,,,,,,,,,,,,,,750000000.000
PreferredStockNoParValue,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,,,,,,,,,,,,,,,,,,,,,100.000,,,,,,
PreferredStockSharesAuthorized,10000000.000,,,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,10000000.000,,,,,,,,,,,,,,,,,,,,,,,,,,750000.000
PreferredStockValue,0.000,,,,,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,750000000.000
PrepaidExpenseAndOtherAssetsCurrent,,,351000000.000,443900000.000,,,,,394100000.000,,,,,,,,,,,,,,,,,,
PrepaidExpenseCurrent,224000000.000,203300000.000,199200000.000,314800000.000,209000000.000,,,,199600000.000,,,,171000000.000,,,,180500000.000,,,,177400000.000,,,,193200000.000,,
ProductWarrantyAccrual,,,137200000.000,133500000.000,129100000.000,128900000.000,123600000.000,132800000.000,124000000.000,117700000.000,120000000.000,120300000.000,121800000.000,117900000.000,116900000.000,113000000.000,109600000.000,106900000.000,109500000.000,106600000.000,105400000.000,105800000.000,107000000.000,107200000.000,103400000.000,101500000.000,106700000.000
PropertyPlantAndEquipmentGross,,,,,2449500000.000,,,,2696500000.000,,,,3035300000.000,,,,3080700000.000,,,,3166800000.000,,,,3160200000.000,,
PropertyPlantAndEquipmentNet,1166500000.000,1144900000.000,1186400000.000,1225800000.000,1250900000.000,1268200000.000,1295200000.000,1385500000.000,1333700000.000,1354600000.000,1398000000.000,1455400000.000,1485300000.000,1482400000.000,1483700000.000,1448100000.000,1454100000.000,1411500000.000,1419200000.000,1407600000.000,1450200000.000,1462900000.000,1462500000.000,1480100000.000,1451200000.000,1538300000.000,1649800000.000
RestructuringReserve,,,96000000.000,93200000.000,84100000.000,93800000.000,80400000.000,96000000.000,125200000.000,125300000.000,77100000.000,87800000.000,193800000.000,161500000.000,131200000.000,106500000.000,97600000.000,97000000.000,82800000.000,75700000.000,58700000.000,45000000.000,31500000.000,27600000.000,35600000.000,38900000.000,28000000.000
RestructuringReserveCurrent,,,,,84100000.000,,,,125200000.000,,,,193800000.000,,,,97600000.000,,,,58700000.000,,,,35600000.000,,
RetainedEarningsAccumulatedDeficit,2301800000.000,2392500000.000,2521400000.000,2609800000.000,2707300000.000,2762200000.000,2850900000.000,2886900000.000,3299500000.000,3304800000.000,3416800000.000,3506000000.000,3484900000.000,3569400000.000,3708200000.000,3863900000.000,3926300000.000,4006400000.000,4157000000.000,4306400000.000,4491700000.000,4601800000.000,4793800000.000,4958700000.000,5127300000.000,5433800000.000,5624400000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,6853838.000,,,,5515617.000,,,,5310381.000,,,,5146400.000,,,,3774248.000,,,,3897279.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,49.740,,,,52.970,,,,57.100,,,,59.810,,,,65.710,,,,71.210,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,40.340,,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,52.190,,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,65.050,,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,10444660.000,,,,9056493.000,,,,7429262.000,,,,7324081.000,,,,6042839.000,,,,6433586.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,52.470,,,,56.900,,,,61.690,,,,67.010,,,,77.360,,,,86.330,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,,,,,,,,,,,,,,,,,,,,,187800000.000,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,,,,,,,,,,,,,,,,,,,169500000.000,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,49.740,,,,52.970,,,,57.100,,,,59.810,,,,65.710,,,,71.210,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,,52.470,,,,56.900,,,,61.690,,,,67.010,,,,77.360,,,,86.330,,
SharesIssuedPricePerShare,,,,,,,,,,,,,,,,,,,,,,,,,,,100.000
ShortTermBorrowings,1600000.000,143000000.000,626900000.000,560900000.000,200000.000,197000000.000,789200000.000,1336700000.000,1100000.000,1331900000.000,1277600000.000,1206500000.000,392700000.000,675000000.000,475300000.000,426500000.000,1600000.000,600400000.000,420200000.000,452000000.000,2500000.000,484000000.000,351100000.000,95000000.000,4300000.000,1159300000.000,583200000.000
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound,,,,,3000000.000,,,,3000000.000,,,,,,,,5000000.000,,,,,,,,,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeUpperBound,,,,,8000000.000,,,,8000000.000,,,,,,,,10000000.000,,,,,,,,,,
StandardProductWarrantyAccrualCurrent,,,,,82100000.000,,,,78600000.000,,,,77100000.000,,,,69200000.000,,,,67800000.000,,,,68800000.000,,
StockRepurchaseProgramNumberOfSharesAuthorizedToBeRepurchased,,,,5581400.000,5581400.000,,,,5581400.000,,,,0.000,,,,-1603822.000,,,,5249332.000,,,,3645510.000,,
StockholdersEquity,7017000000.000,7333400000.000,7531400000.000,7038000000.000,7003600000.000,7203100000.000,6844400000.000,7204400000.000,6667100000.000,6614700000.000,6645900000.000,6936900000.000,6799200000.000,6897800000.000,7054900000.000,6960800000.000,6429100000.000,5615200000.000,5784200000.000,5639000000.000,5811600000.000,5668600000.000,5803500000.000,6034500000.000,6367000000.000,6811500000.000,7700000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,7069700000.000,7385800000.000,7583800000.000,7101700000.000,7066800000.000,7261600000.000,6892200000.000,7263900000.000,6727100000.000,6659100000.000,6724500000.000,7018300000.000,6880500000.000,6979300000.000,7137300000.000,7044000000.000,6511900000.000,5697200000.000,5866500000.000,5720600000.000,5859200000.000,5715200000.000,5850100000.000,6081200000.000,6373600000.000,6818100000.000,7706400000.000
TaxCreditCarryforwardAmount,,,,,51500000.000,,,,69600000.000,,,,156700000.000,,,,112400000.000,,,,15700000.000,,,,,,
TemporaryEquityRedemptionPricePerShare,,,,,,,,,,,,,,,,,,,,,5.000,,,,5.000,,
TreasuryStockShares,9744142.000,,,,7044611.000,,,,16954238.000,,,,21423508.000,,,,19777288.000,,,,22958447.000,,,,24342971.000,,
TreasuryStockValue,420400000.000,367700000.000,344000000.000,330200000.000,308000000.000,239400000.000,479900000.000,448200000.000,1097400000.000,976700000.000,1168800000.000,1473700000.000,1454400000.000,1420400000.000,1407300000.000,1381600000.000,1352800000.000,1712600000.000,1777300000.000,2136100000.000,1815000000.000,2182400000.000,2157500000.000,2138100000.000,2029900000.000,2002300000.000,1988500000.000
UnamortizedDebtIssuanceExpense,,,,,,,,,5000000.000,,,,,,,,,,,,,,,,,,
UnearnedESOPShares,74500000.000,73000000.000,71500000.000,70000000.000,68500000.000,67100000.000,65600000.000,64200000.000,62800000.000,61400000.000,60000000.000,58600000.000,53200000.000,47600000.000,46200000.000,44900000.000,43600000.000,38800000.000,37500000.000,36200000.000,34900000.000,29600000.000,28400000.000,27100000.000,25900000.000,22300000.000,21100000.000
UnrecognizedTaxBenefits,,,,,214200000.000,,,,207200000.000,,,,269500000.000,,,,280800000.000,,,,283100000.000,,,,309800000.000,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,25900000.000,,,,33500000.000,,,,37600000.000,,,,59600000.000,,,,59500000.000,,,,64100000.000,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,185400000.000,,,,179400000.000,,,,238700000.000,,,,261000000.000,,,,262200000.000,,,,291100000.000,,
