,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01
IntangibleAssetsNetExcludingGoodwill,,26896000.000,42278000.000,40296000.000,38314000.000,36332000.000,34184000.000,41096000.000,38541000.000,36054000.000,33636000.000,31219000.000,31329000.000,28867000.000,26449000.000,24070000.000,21700000.000,12752000.000,10983000.000,9214000.000,7446000.000,6202000.000,4958000.000,6123000.000,4759000.000,3576000.000,2871000.000
InterestPayableCurrent,,,,,,,,,,5757000.000,,,,,,,,,,,,,,,,,
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,5432000.000,,,,5591000.000,,,,4492000.000,
InventoryFinishedGoods,,,33700000.000,30541000.000,30348000.000,28721000.000,21243000.000,22840000.000,21295000.000,23732000.000,19667000.000,22351000.000,25734000.000,26626000.000,32855000.000,38510000.000,34300000.000,33682000.000,26739000.000,37869000.000,40733000.000,39529000.000,35740000.000,32941000.000,42923000.000,51396000.000,48182000.000
InventoryNet,242532000.000,264745000.000,250158000.000,247652000.000,245476000.000,204866000.000,193316000.000,204067000.000,225985000.000,201250000.000,186800000.000,183708000.000,206728000.000,233999000.000,256791000.000,262669000.000,246664000.000,231328000.000,222013000.000,212973000.000,195969000.000,178550000.000,195282000.000,196922000.000,205927000.000,227033000.000,215210000.000
InventoryRawMaterials,,,17046000.000,16971000.000,14814000.000,11707000.000,12826000.000,14558000.000,15174000.000,12484000.000,11434000.000,12851000.000,16659000.000,15306000.000,17039000.000,15752000.000,14094000.000,14174000.000,16013000.000,12014000.000,13707000.000,15346000.000,15737000.000,14220000.000,15354000.000,14517000.000,14208000.000
InventoryWorkInProcess,,,199412000.000,200140000.000,200314000.000,164438000.000,159247000.000,166669000.000,189516000.000,165034000.000,155699000.000,148506000.000,164335000.000,192067000.000,206897000.000,208407000.000,198270000.000,183472000.000,179261000.000,163090000.000,141529000.000,123675000.000,143805000.000,149761000.000,147650000.000,161120000.000,152820000.000
InvestmentOwnedAtFairValue,,,2750000000.000,2790000000.000,2860000000.000,3060000000.000,,,,,,,,,,,,,,,,,,,,,
InvestmentRelatedLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,62199000.000,
Land,,94260000.000,,,,94260000.000,,,,93701000.000,,,,93701000.000,,,,65298000.000,,,,65298000.000,,,,65298000.000,
LiabilitiesAndStockholdersEquity,3858433000.000,4140850000.000,4331172000.000,4267799000.000,4345100000.000,4464122000.000,4493231000.000,4548634000.000,4612907000.000,4729451000.000,4760923000.000,5000052000.000,5001801000.000,5037349000.000,5054219000.000,5017302000.000,4915204000.000,4898065000.000,4915549000.000,4890350000.000,4898157000.000,4823154000.000,4926475000.000,4945720000.000,4836288000.000,4740532000.000,5087062000.000
LiabilitiesCurrent,375019000.000,368140000.000,434126000.000,367449000.000,382437000.000,342776000.000,360160000.000,342656000.000,335542000.000,386788000.000,1402476000.000,1482170000.000,1432077000.000,989360000.000,933848000.000,970649000.000,913015000.000,963206000.000,957163000.000,950342000.000,932909000.000,946086000.000,1051364000.000,997819000.000,1010042000.000,897196000.000,439833000.000
LiabilitiesFairValueDisclosure,,,,,,,7156000.000,1545000.000,1324000.000,,,,,,,,,,,,,,,,,,
LineOfCreditFacilityAmountOutstanding,,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,,,,,,,,,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,,400000000.000,400000000.000
LitigationReserve,,,,,,,,,,15400000.000,,,,,,,,,,,,,,,,,
LongTermDebtCurrent,,,,,,,,,,,,,,565001000.000,567764000.000,570527000.000,573290000.000,576053000.000,578816000.000,581580000.000,584343000.000,587106000.000,588542000.000,591667000.000,594792000.000,456328000.000,0.000
LongTermDebtNoncurrent,,,,,,,,,,,,,,993870000.000,994110000.000,994352000.000,994595000.000,994839000.000,995086000.000,995333000.000,995584000.000,995835000.000,994039000.000,994439000.000,994842000.000,995247000.000,1737410000.000
MachineryAndEquipmentGross,,305842000.000,,,,332232000.000,,,,340402000.000,,,,358193000.000,,,,380303000.000,,,,390573000.000,,,,383681000.000,
NoncurrentAssets,,,,,,394982000.000,,,,,,,,,,,,,,,,,,,,,
NotionalAmountOfForeignCurrencyDerivatives,,,131740000.000,129770000.000,144110000.000,146661000.000,141186000.000,141630000.000,142188000.000,149496000.000,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,23260000.000,24084000.000,22474000.000,21716000.000,20180000.000,17626000.000,20027000.000,20489000.000,22090000.000,20898000.000,20898000.000,19026000.000,18296000.000,16532000.000,16850000.000,16313000.000,17118000.000,15526000.000,15571000.000,15657000.000,14899000.000,13782000.000,18966000.000,18472000.000,18243000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,4364000.000,3531000.000,1875000.000,6904000.000,4978000.000,3197000.000,1639000.000,6327000.000,4466000.000,4472000.000,5974000.000,5904000.000,4514000.000,2827000.000,1589000.000,5418000.000,4069000.000,2486000.000,1220000.000,5106000.000,4045000.000,2819000.000,1640000.000,5560000.000,4523000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,1529000.000,1597000.000,1556000.000,1453000.000,1333000.000,1132000.000,1690000.000,1440000.000,2514000.000,,,1555000.000,1701000.000,1690000.000,1806000.000,1391000.000,1663000.000,1657000.000,2000000.000,1494000.000,1573000.000,1568000.000,2292000.000,2368000.000,2398000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,2476000.000,2888000.000,2848000.000,1639000.000,1589000.000,1384000.000,2057000.000,1848000.000,2281000.000,3114000.000,1980000.000,1931000.000,2102000.000,2087000.000,2241000.000,1863000.000,2483000.000,2474000.000,2812000.000,2078000.000,2151000.000,2169000.000,3311000.000,2315000.000,2398000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,4100000.000,4682000.000,4835000.000,2961000.000,2980000.000,2850000.000,3526000.000,2278000.000,2953000.000,2295000.000,2281000.000,2214000.000,2335000.000,2324000.000,2476000.000,2523000.000,2797000.000,2792000.000,3061000.000,2885000.000,3059000.000,3107000.000,4358000.000,3341000.000,3667000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,5832000.000,6425000.000,6551000.000,4982000.000,4963000.000,4924000.000,5341000.000,4114000.000,4467000.000,3026000.000,3990000.000,3922000.000,4019000.000,4004000.000,5162000.000,2883000.000,3957000.000,3972000.000,4268000.000,3138000.000,3477000.000,3527000.000,5591000.000,4401000.000,4772000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,4959000.000,4961000.000,4809000.000,3777000.000,4337000.000,4139000.000,5774000.000,4482000.000,5409000.000,,,3500000.000,3625000.000,3600000.000,3576000.000,2235000.000,2149000.000,2145000.000,2210000.000,956000.000,594000.000,592000.000,1774000.000,487000.000,485000.000
OperatingLeasesFutureMinimumPaymentsReceivable,,,8700000.000,9100000.000,8100000.000,7100000.000,6100000.000,5100000.000,4100000.000,3400000.000,2700000.000,6100000.000,5200000.000,4500000.000,3800000.000,3200000.000,2900000.000,3800000.000,3300000.000,3000000.000,2700000.000,2700000.000,2800000.000,2500000.000,2200000.000,1900000.000,2600000.000
OperatingLossCarryforwards,,,,,,25900000.000,,,,20600000.000,,,,21700000.000,,,,16500000.000,,,,15400000.000,,,,15900000.000,
OtherAccruedLiabilitiesCurrent,27436000.000,43543000.000,129293000.000,94188000.000,104796000.000,75852000.000,87940000.000,74171000.000,63634000.000,75837000.000,72104000.000,110690000.000,61894000.000,49256000.000,32404000.000,68559000.000,54470000.000,64676000.000,82619000.000,50243000.000,62850000.000,45108000.000,76250000.000,65891000.000,64815000.000,95098000.000,79337000.000
OtherAccruedLiabilitiesCurrentAndNoncurrent,,,,,,75852000.000,,,,,,,,,,,,64676000.000,,,,45108000.000,,,,95098000.000,
OtherAssetsNoncurrent,172892000.000,210566000.000,239059000.000,230167000.000,223705000.000,223733000.000,218924000.000,218890000.000,218304000.000,220048000.000,216726000.000,214436000.000,221158000.000,236175000.000,239394000.000,233647000.000,227141000.000,223026000.000,222626000.000,217380000.000,218266000.000,234570000.000,239148000.000,268083000.000,269604000.000,275440000.000,284924000.000
OtherCommitment,,,,,,,,,,96200000.000,,,,143800000.000,115700000.000,115500000.000,97600000.000,106300000.000,120600000.000,97200000.000,95500000.000,108900000.000,123100000.000,,,112600000.000,119900000.000
OtherEmployeeRelatedLiabilitiesCurrent,,,,,,,,,,6816000.000,,,,6939000.000,,,,7125000.000,,,,6291000.000,,,,6790000.000,
OtherInventoryCapitalizedCosts,,,,,,1700000.000,,,,,,,,,,,,,,,,,,,,,
OtherLiabilities,,,,,,,,,,,,,,,,,,35290000.000,,,,36936000.000,,,,28407000.000,
OtherLiabilitiesCurrent,,,,,,,,,,19634000.000,,,,,,,,,,,,,,,,,
OtherLiabilitiesNoncurrent,1201000.000,17817000.000,34351000.000,25768000.000,21360000.000,29568000.000,24938000.000,23765000.000,19600000.000,3680000.000,2599000.000,2211000.000,2481000.000,1535000.000,1588000.000,1591000.000,1579000.000,1366000.000,1335000.000,1311000.000,1110000.000,1090000.000,1077000.000,18294000.000,17604000.000,16908000.000,19692000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,,2000000.000,,,,2000000.000,,,,2000000.000,,,,2000000.000,,,,2000000.000,,,,2000000.000,,,,2000000.000,
PreferredStockSharesIssued,0.000,0.000,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,65043000.000,58061000.000,57367000.000,48029000.000,47601000.000,54427000.000,59151000.000,91760000.000,55751000.000,73756000.000,74365000.000,51828000.000,68041000.000,81288000.000,79349000.000,74528000.000,82584000.000,89483000.000,115786000.000,95226000.000,91426000.000,104686000.000,115138000.000,87711000.000,96879000.000
PropertyPlantAndEquipmentGross,745670000.000,747941000.000,758706000.000,772928000.000,784461000.000,788422000.000,794389000.000,798801000.000,794089000.000,784796000.000,794549000.000,801655000.000,802093000.000,810030000.000,817844000.000,825653000.000,831505000.000,804623000.000,806728000.000,809662000.000,797866000.000,810582000.000,826213000.000,834312000.000,836481000.000,839458000.000,846192000.000
PropertyPlantAndEquipmentNet,376764000.000,380570000.000,380661000.000,384893000.000,390014000.000,394982000.000,388721000.000,382206000.000,373369000.000,365687000.000,362956000.000,357420000.000,354800000.000,355089000.000,350736000.000,345485000.000,337914000.000,301038000.000,294487000.000,287377000.000,280241000.000,283346000.000,292358000.000,292488000.000,301504000.000,303825000.000,303210000.000
PurchaseObligation,,,,,,,,,,,,,,,,,,,,,24400000.000,15000000.000,6600000.000,114800000.000,143700000.000,,
RestructuringReserve,,,,,,,,,,,,,,,,,,14634000.000,5600000.000,3000000.000,3000000.000,1164000.000,,,,,
RestructuringReserveCurrent,,,,2000000.000,0.000,,,,,,,,,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,1120112000.000,1238044000.000,1322378000.000,1361552000.000,1429913000.000,1502327000.000,1546026000.000,1563676000.000,1602924000.000,1675722000.000,1766738000.000,1814081000.000,1889019000.000,1945471000.000,1999751000.000,1977185000.000,1988501000.000,1966278000.000,1959037000.000,1932046000.000,1898238000.000,1867066000.000,1863887000.000,1854320000.000,1729446000.000,1726312000.000,1743597000.000
SalesAndExciseTaxPayableCurrent,,,,,,8663000.000,,,,9217000.000,,,,,,,,,,,,,,,,,
SecuritiesOwnedNotReadilyMarketable,,,11700000.000,12500000.000,,,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriodWeightedAverageGrantDateFairValue,,,22.490,26.950,24.650,25.180,27.600,29.510,29.620,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,3447000.000,4928000.000,4890000.000,5239000.000,5136000.000,5969000.000,5926000.000,,5975000.000,6788000.000,6815000.000,,7157000.000,7269000.000,7099000.000,,,7050000.000,6958000.000,,,7106000.000,7127000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,23.750,27.910,28.040,29.010,29.060,30.250,30.360,,30.920,33.770,34.100,,35.450,38.740,38.860,,,40.420,40.540,,,41.970,42.270,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,,,,,28700000.000,,,,20300000.000,,,,18600000.000,,,,14200000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,18127000.000,17613000.000,16411000.000,15349000.000,14264000.000,13619000.000,12965000.000,,10729000.000,7678000.000,7423000.000,,4528000.000,4329000.000,3750000.000,,2402000.000,2039000.000,1705000.000,,682000.000,335000.000,243000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,29.630,29.350,28.810,28.780,27.760,27.810,27.880,,27.940,27.280,27.040,,24.610,24.620,24.640,,24.460,24.690,24.960,,26.950,27.450,28.010,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,25.080,24.930,24.830,24.700,24.140,24.250,24.270,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,33.910,33.580,33.120,34.790,0.000,33.330,33.380,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,21709000.000,20723000.000,19143000.000,17788000.000,16314000.000,15265000.000,14358000.000,,11586000.000,8337000.000,7921000.000,,4735000.000,4466000.000,3847000.000,,2451000.000,2076000.000,1732000.000,,695000.000,346000.000,244000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,28.760,28.630,28.230,28.320,27.500,27.630,27.780,,27.960,27.400,27.180,,24.930,24.900,24.890,,24.660,24.860,25.090,,27.040,27.540,28.030,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,,,,,,159464000.000,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,,,,,,17672000.000,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,,,,,,28.350,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,,160941000.000,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,,17788000.000,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,,,28.320,,,,,,,,,,,,,,,,,,,,,
SharePrice,,,,,,,,,,,,,,,,,,,,,,47.620,,,,57.890,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,133990000.000,,,,,,,,,,,,,,,,,,,,,
SharesOutstanding,,,,,,14908000.000,,,,,,,,,,,,,,,,,,,,,
StockholdersEquity,2173606000.000,2414617000.000,2500068000.000,2492414000.000,2560976000.000,2707685000.000,2704080000.000,2751691000.000,2816125000.000,2963296000.000,2726998000.000,2872327000.000,2921728000.000,2752682000.000,2797364000.000,2713961000.000,2673479000.000,2611594000.000,2626630000.000,2603249000.000,2589704000.000,2589893000.000,2589672000.000,2625147000.000,2479603000.000,2507633000.000,2538267000.000
TaxCreditCarryforwardAmount,,,,,,138400000.000,,,,128200000.000,,,,136000000.000,,,,152400000.000,,,,,,,,4600000.000,
TemporaryEquityCarryingAmountAttributableToParent,,,,,,,,,,,362854000.000,359549000.000,355243000.000,34999000.000,32236000.000,29473000.000,26710000.000,23947000.000,21183000.000,18420000.000,15657000.000,12894000.000,10131000.000,7368000.000,4605000.000,1406000.000,0.000
TreasuryStockShares,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
UndistributedEarningsOfForeignSubsidiaries,,,,,,,,,,,,,,,,,,2800000000.000,,,,3100000000.000,,,,3460000000.000,
UnrecognizedTaxBenefits,,,82400000.000,84000000.000,65000000.000,65038000.000,65700000.000,64700000.000,57500000.000,69957000.000,70100000.000,34100000.000,23800000.000,26398000.000,26400000.000,26400000.000,27200000.000,30089000.000,30000000.000,30000000.000,32400000.000,33999000.000,34900000.000,26000000.000,26300000.000,30437000.000,120400000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,2400000.000,2600000.000,1800000.000,839000.000,938000.000,803000.000,,,,,,,,,,,,,,,,,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,56700000.000,57200000.000,41400000.000,41700000.000,41800000.000,37800000.000,25800000.000,32300000.000,33100000.000,12100000.000,9900000.000,11000000.000,11000000.000,11000000.000,11700000.000,12500000.000,12400000.000,12400000.000,14800000.000,15300000.000,16200000.000,7300000.000,7600000.000,8500000.000,13200000.000
