,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,,,,7700000.000,,,,11400000.000,,,,8100000.000,,,,20100000.000,,,,17400000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,8351000.000,8405514.000,7884000.000,7966000.000,7613000.000,7265000.000,7135000.000,14886000.000,14255000.000,14149000.000,13830000.000,15261000.000,14946000.000,14387000.000,13117000.000,14213000.000,13813000.000,13694000.000,13436000.000,15129000.000,12642000.000,12662000.000,12376000.000,13509000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,14.590,14.930,15.590,16.880,16.860,17.720,18.250,10.450,10.400,10.680,11.300,13.870,13.990,14.390,15.370,19.320,19.300,19.420,20.870,24.250,25.960,26.190,28.270,32.800
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,14.000,14.110,13.660,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,58.240,58.810,76.580,,,,,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,586136000.000,483941.000,621466000.000,652462000.000,569674000.000,516168000.000,701195000.000,678232000.000,766741000.000,813779000.000,785713000.000,654535000.000,823590000.000,936584000.000,1020443000.000,862290000.000,687701000.000,649227000.000,494193000.000,582539000.000,531419000.000,280586000.000,431649000.000,547049000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,12903000.000,12909402.000,12304000.000,12840000.000,12521000.000,12036000.000,11917000.000,25740000.000,24957000.000,24407000.000,23985000.000,25984000.000,25568000.000,24629000.000,23421000.000,24655000.000,24191000.000,24267000.000,24224000.000,26549000.000,23973000.000,23601000.000,23389000.000,25505000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,23.090,23.780,25.670,31.860,32.470,33.970,35.900,21.730,21.890,22.240,23.480,26.280,26.480,27.000,29.200,33.590,33.810,34.460,35.780,38.090,40.410,40.330,41.620,45.220
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,450338000.000,389353.000,477489000.000,523941000.000,460814000.000,423982000.000,545759000.000,559575000.000,601743000.000,635337000.000,620300000.000,570744000.000,667501000.000,728611000.000,752922000.000,698720000.000,580713000.000,557957000.000,447627000.000,524613000.000,452445000.000,275484000.000,381943000.000,456920000.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm1,,,,,6.190,6.240,,,,,,,,,,,,,,,,,,,,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChange,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound,,,,2000000.000,9000000.000,,,,,,,,,,,,,,,,,,,,,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeUpperBound,,,,3000000.000,12000000.000,,,,,,,,,,,,,,,,,,,,,,
StockRepurchaseProgramAuthorizedAmount1,,,,,,,,,,,,,,,,,,,,,,300000000.000,300000000.000,300000000.000,,,500000000.000
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,,,,,,,,,,,,,,,,,,,,,,150000000.000,100000000.000,100000000.000,,,600000000.000
StockholdersEquity,1905297000.000,2022566000.000,2130016000.000,2207234000.000,2310681000.000,2443732000.000,2568400000.000,2696557000.000,2833650000.000,,,,,,,,,,,,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1905417000.000,2022686000.000,2130136000.000,2207354000.000,2310801000.000,2443852000.000,2568520000.000,2696677000.000,2833650000.000,2899240000.000,2951007000.000,3077390000.000,3167664000.000,3246397000.000,3259769000.000,3396210000.000,3565968000.000,3710421000.000,3863993000.000,3837325000.000,3870384000.000,3916327000.000,4053976000.000,4278035000.000,3927947000.000,4112876000.000,4355503000.000
TaxCreditCarryforwardAmount,,,,,,,,,,,,,8500000.000,,,,,,,,,,,,,,
TreasuryStockShares,790000.000,790000.000,,,,,,,,722439.000,,570616.000,570616.000,1850593.000,4652515.000,4652515.000,4652515.000,4652515.000,4652515.000,7882838.000,10364691.000,13171038.000,14109095.000,14109095.000,24089737.000,24089737.000,24089737.000
TreasuryStockValue,28002000.000,28002000.000,,,,,,,,63241000.000,,28251000.000,28251000.000,103277000.000,245333000.000,245333000.000,245333000.000,245333000.000,245333000.000,445397000.000,590390000.000,740446000.000,790465000.000,790465000.000,1290665000.000,1290665000.000,1290665000.000
UnbilledContractsReceivable,,,157849000.000,103287000.000,81776000.000,74507000.000,24878000.000,60888000.000,18245000.000,,,,,,,,,,,,,,,,,,
UndistributedEarningsOfForeignSubsidiaries,,,,,,,,,82000000.000,,,,107000000.000,,,,99000000.000,,,,108000000.000,,,,111000000.000,,
UnrecognizedTaxBenefits,,,,,14640000.000,,,,2176000.000,,,,2100000.000,,,,7202000.000,,,,4878000.000,,,,9769000.000,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,,,,,900000.000,,,,100000.000,,,,200000.000,,,,600000.000,,,,1000000.000,,,,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,14200000.000,,,,,,,,,,,,5900000.000,,,,4000000.000,,,,6000000.000,,
UnrecordedUnconditionalPurchaseObligationBalanceOnFifthAnniversary,,,,,198000.000,,,,2184000.000,,,,2000000.000,,,,4001000.000,,,,3927000.000,,,,3711000.000,,
UnrecordedUnconditionalPurchaseObligationBalanceOnFirstAnniversary,,,,,16167000.000,,,,39654000.000,,,,46680000.000,,,,42300000.000,,,,77610000.000,,,,83002000.000,,
UnrecordedUnconditionalPurchaseObligationBalanceOnFourthAnniversary,,,,,3411000.000,,,,2594000.000,,,,2151000.000,,,,4345000.000,,,,9601000.000,,,,7677000.000,,
UnrecordedUnconditionalPurchaseObligationBalanceOnSecondAnniversary,,,,,19010000.000,,,,33052000.000,,,,23375000.000,,,,23481000.000,,,,57981000.000,,,,41887000.000,,
UnrecordedUnconditionalPurchaseObligationBalanceOnThirdAnniversary,,,,,7513000.000,,,,12721000.000,,,,9506000.000,,,,6762000.000,,,,24454000.000,,,,19205000.000,,
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount,,,,,54598000.000,,,,94205000.000,,,,85712000.000,,,,88889000.000,,,,179573000.000,,,,182372000.000,,
UnrecordedUnconditionalPurchaseObligationDueAfterFiveYears,,,,,8299000.000,,,,4000000.000,,,,2000000.000,,,,8000000.000,,,,6000000.000,,,,26890000.000,,
