SEC ID,Latest Name,Previous Names (@@@ separator),Latest NAICS Industry Sector Name,Latest NAICS Industry Sector Code,Previous NAICS Industry Sector Names (@@@ separator),Previous NAICS Industry Sector Codes (@@@ separator),Latest SIC Industry Code,Previous SIC Industry Codes (@@@ separator)
1058623,Cumulus Media Inc,,Information,51,,,4832,
1058690,Washington Banking CO,,Finance and Insurance,52,,,6022,
1058767,Biomoda Inc/Nm,,Health Care and Social Assistance,62,,,8060,
1058811,Immersion Corp,,Manufacturing,33,,,3577,
1058828,Hypertension Diagnostics Inc /MN,,Manufacturing,33,,,3841,
1058867,Guaranty Bancshares Inc /TX/,,Finance and Insurance,52,,,6021,
1058926,Rural Electric Cooperative Grantor Trust Kepco Series 1997,,Finance and Insurance,52,,,6189,
1059103,Activant Solutions Inc /DE/,,"Professional, Scientific, and Technical Services",54,,,7373,
1059131,Nasb Financial Inc,,Finance and Insurance,52,,,6035,
1059142,"America First Multifamily Investors, L.P.",America First TAX Exempt Investors LP,Finance and Insurance,52,,,6199,
1059262,SP Plus Corp,Standard Parking Corp,Real Estate and Rental and Leasing,53,,,7510,
1059272,"Bebe Stores, Inc.",,Manufacturing,31,,,2330,
1059324,Petrohawk Energy Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1059376,Corporate Bond Backed Cert TR SER 1998-Cat 1,,Finance and Insurance,52,,,6189,
1059377,Corporate Bond Backed Cert TR SER 1998-Adm 1,,Finance and Insurance,52,,,6189,
1059378,Corporate Bond Backed Cert TR SER 1998-Nsc 1,,Finance and Insurance,52,,,6189,
1059556,Moodys Corp /DE/,,Administrative and Support and Waste Management and Remediation Services,56,,,7320,
1059562,LMI Aerospace Inc,,"Professional, Scientific, and Technical Services",54,,,3728,
1059763,Adams Golf Inc,,Manufacturing,33,,,3949,
1059784,Generex Biotechnology Corp,,Manufacturing,32,,,2834,
1059786,Mips Technologies Inc,,Manufacturing,33,,,3674,
1059790,Pozen Inc /NC,,Manufacturing,32,,,2834,
1060009,"Kindred Healthcare, Inc",,Health Care and Social Assistance,62,,,8050,
1060219,Salisbury Bancorp Inc,,Finance and Insurance,52,,,6035,
1060224,Life Storage LP,Sovran Acquisition LTD Partnership,Real Estate and Rental and Leasing,53,,,6500,
1060232,"Collective Brands, Inc.",,Retail Trade,44,,,5661,
1060244,Peoples Bancorp Inc/Md,,Finance and Insurance,52,,,6021,
1060349,"Gamco Investors, Inc. ET AL",,Finance and Insurance,52,,,6211,
1060386,"Brandywine Operating Partnership, L.P.",,Finance and Insurance,52,,,6798,
1060391,"Republic Services, Inc.",,Administrative and Support and Waste Management and Remediation Services,56,,,4953,
106040,Western Digital Corp,,Manufacturing,33,,,3572,
1060409,"Sunvesta, Inc.",,Manufacturing,33,,,3695,
1060426,"Aoxing Pharmaceutical Company, Inc.",,Manufacturing,32,,,2834,
1060455,Killbuck Bancshares Inc,,Finance and Insurance,52,,,6021,
1060523,Cardinal Financial Corp,,Finance and Insurance,52,,,6021,
1060736,Seattle Genetics Inc /WA,,Manufacturing,32,,,2836,
1060749,"Knight Capital Group, Inc.",,Finance and Insurance,52,,,6211,
1060755,Ridgewood Electric Power Trust V,,Utilities,22,,,4911,
1060822,Carters Inc,,Manufacturing,31,,,2300,
1060910,Cibolan Gold Corp,General Metals Corp,"Mining, Quarrying, and Oil and Gas Extraction",21,Other Services (except Public Administration),81,1040,7389
1060990,Quicksilver Resources Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1061027,Sunesis Pharmaceuticals Inc,,Manufacturing,32,,,2834,
1061069,Avalon Holdings Corp,,Administrative and Support and Waste Management and Remediation Services,56,,,4953,
1061164,Peregrine Industries Inc,,Manufacturing,33,,,3569,
1061169,Global Leadership Institute Inc.,Cephas Holding Corp.,Manufacturing,33,,,3669,
1061219,Enterprise Products Partners L P,,Transportation and Warehousing,48,,,4922,
1061288,Australian Canadian OIL Royalties LTD,,Real Estate and Rental and Leasing,53,,,6792,
1061322,Global Crossing LTD,,Information,51,,,4813,
1061393,CH Energy Group Inc,,Utilities,22,,,4931,
1061507,Graham Packaging Holdings CO,,Manufacturing,32,,,3080,
1061630,"Blackstone Mortgage Trust, Inc.",Capital Trust Inc,Finance and Insurance,52,,,6798,
1061688,Genmed Holding Corp,,Manufacturing,32,,,2750,
106170,Western Massachusetts Electric CO,,Utilities,22,,,4911,
1061937,Host Hotels & Resorts L.P.,,Accommodation and Food Services,72,,,7011,
1061983,Cytokinetics Inc,,Manufacturing,32,,,2834,
1062047,Convergys Corp,,"Professional, Scientific, and Technical Services",54,,,7373,
1062128,"Artemis Therapeutics, Inc.",Inksure Technologies Inc.@@@NEW York Global Innovations Inc.,Manufacturing,32,,,2890,
1062231,American Axle & Manufacturing Holdings Inc,,Manufacturing,33,,,3714,
1062273,"Spendsmart Networks, Inc.","Billmyparents, Inc.@@@Socialwise, Inc. (Formerly Known AS Ideaedge, Inc)@@@Spendsmart Payments CO",Retail Trade,45,,,5990,
1062292,XO Group Inc.,Knot Inc,Retail Trade,45,,,5960,
1062438,Pulaski Financial Corp,,Finance and Insurance,52,,,6035,
1062449,Buffalo Wild Wings Inc,,Accommodation and Food Services,72,,,5812,
1062478,Actuate Corp,,Information,51,,,7372,
1062506,Atlantica Inc,,,,,,6770,
1062530,Digital River Inc /DE,,Retail Trade,44,,,5045,
1062613,Fairpoint Communications Inc,,Information,51,,,4813,
1062720,Transfer Technology International Corp.,,Retail Trade,45,,,5940,
1062822,"Lexicon Pharmaceuticals, Inc.","Lexicon Pharmaceuticals, Inc./De",Manufacturing,32,,,2834,
1063104,Proteo Inc,,Manufacturing,32,,,2834,9995
106311,"Catalyst Resource Group, Inc.",,Manufacturing,31,,,2300,
1063197,"Curaegis Technologies, Inc.",Torvec Inc,Manufacturing,33,,,3714,
1063254,S1 Corp /DE/,,Information,51,,,7370,
1063344,Hersha Hospitality Trust,,Finance and Insurance,52,,,6798,
1063494,"Kbw, Inc.",,Finance and Insurance,52,,,6211,
1063530,Power 3 Medical Products Inc,,"Professional, Scientific, and Technical Services",54,,,8731,
1063537,Ricebran Technologies,Nutracea,Manufacturing,31,,,2040,
1063561,Prospect Medical Holdings Inc,,Health Care and Social Assistance,62,,,8011,
1063665,Corgenix Medical Corp/Co,,Manufacturing,32,,,2835,
1063761,Simon Property Group Inc /DE/,,Finance and Insurance,52,,,6798,
1064015,Ameritrans Capital Corp,,,,,,,
1064090,Pretium Packaging L L C,,Manufacturing,32,,,3080,
1064116,Mediacom LLC,,Information,51,,,4841,
1064117,Mediacom Capital Corp,,Information,51,,,4841,
106455,Westmoreland Coal CO,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1221,
1064728,Peabody Energy Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1221,
1064863,Amerigroup Corp,,Finance and Insurance,52,,,6324,
1065001,"Shearson American Reit, Inc.",,,,,,6770,
1065023,Reddy ICE Corp,,Manufacturing,31,,,2090,
1065034,Magma Design Automation Inc,,Information,51,,,7372,
1065049,Leap Wireless International Inc,,Information,51,,,4812,
1065059,Centrus Energy Corp,Usec Inc,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1400,
1065078,Network 1 Technologies Inc,Network 1 Security Solutions Inc,Information,51,,,7372,
1065087,Albany Molecular Research Inc,,"Professional, Scientific, and Technical Services",54,,,8731,
1065088,Ebay Inc,,Other Services (except Public Administration),81,,,7389,
1065188,"Eagle Worldwide, Inc.",Panamersa Corp,"Agriculture, Forestry, Fishing and Hunting",11,,,0100,
1065189,Social Cube Inc,Lexon Technologies Inc,Manufacturing,32,,,3290,
1065201,Amerinst Insurance Group LTD,,Finance and Insurance,52,,,6399,
1065280,Netflix Inc,,Real Estate and Rental and Leasing,53,,,7841,
106532,Weyco Group Inc,,Wholesale Trade,42,,,5130,
1065332,NIC Inc,,Other Services (except Public Administration),81,"Professional, Scientific, and Technical Services",54,7389,8742
106535,Weyerhaeuser CO,,Finance and Insurance,52,,,6798,
1065598,"Digitaltown, Inc.",,Manufacturing,33,,,3570,
1065696,LKQ Corp,,Wholesale Trade,42,,,5010,
1065754,Viking Systems Inc,,Manufacturing,33,,,3845,
1065837,Skechers USA Inc,,Manufacturing,31,,,3140,
1065860,Lime Energy CO.,,Construction,23,Manufacturing,33,1700,3600
1065865,Janus Capital Group Inc,,Finance and Insurance,52,,,6282,
1066026,Concur Technologies Inc,,Information,51,,,7372,
1066104,CEB Inc.,Corporate Executive Board CO,"Professional, Scientific, and Technical Services",54,,,8742,
1066107,EL Paso Corp/De,,Transportation and Warehousing,48,,,4922,
1066134,Corinthian Colleges Inc,,Educational Services,61,,,8200,
106618,Handy & Harman Ltd.,,Manufacturing,33,,,3470,
1066194,Egain Corp,Egain Communications Corp,Information,51,,,7372,
1066247,Regency Centers LP,,Real Estate and Rental and Leasing,53,,,6500,
1066254,ECB Bancorp Inc,,Finance and Insurance,52,,,6022,
106640,Whirlpool Corp /DE/,,Manufacturing,33,,,3630,
1066551,"SUN River Energy, Inc",,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1066605,Heidrick & Struggles International Inc,,Administrative and Support and Waste Management and Remediation Services,56,,,7361,
1066656,Managed Futures Premier Graham L.P.,Managed Futures Charter Graham L.P.,Finance and Insurance,52,,,6221,
1066658,Morgan Stanley Smith Barney Charter WNT L.P.,,Finance and Insurance,52,,,6221,
1066684,Theglobe COM Inc,,"Professional, Scientific, and Technical Services",54,,,7310,
1066764,"Spine Injury Solutions, Inc","Spine Pain Management, Inc",Health Care and Social Assistance,62,,,8060,
1066923,"Skypeople Fruit Juice, Inc",,Manufacturing,31,,,2030,
1067063,Mack Cali Realty L P,,Finance and Insurance,52,,,6798,
1067286,"Cellynx Group, Inc.",,Manufacturing,33,,,3663,
1067294,"Cracker Barrel OLD Country Store, Inc",,Accommodation and Food Services,72,,,5812,
1067419,Mission West Properties Inc,,Finance and Insurance,52,,,6798,
1067701,United Rentals Inc /DE,,Administrative and Support and Waste Management and Remediation Services,56,,,7359,
1067837,Entercom Communications Corp,,Information,51,,,4832,
1067873,As-Ip Tech Inc,ASI Entertainment Inc,"Professional, Scientific, and Technical Services",54,,,3728,
1067983,Berkshire Hathaway Inc,,Finance and Insurance,52,,,6331,
1068084,Private Media Group Inc,,Information,51,,,2721,
1068148,Park Ohio Industries Inc/Oh,,Manufacturing,33,,,3460,
1068237,Global Diversified Futures Fund L.P.,,Finance and Insurance,52,,,6221,
1068300,"Metrocorp Bancshares, Inc.",,Finance and Insurance,52,,,6022,
1068717,RTI International Metals Inc,,Manufacturing,33,,,3350,
1068796,Maxygen Inc,,"Professional, Scientific, and Technical Services",54,,,8731,
1068851,Prosperity Bancshares Inc,,Finance and Insurance,52,,,6022,
1068874,Secure Point Technologies Inc,Implant Sciences Corp,Manufacturing,33,,,3829,
1068875,"Blucora, Inc.",Infospace Inc,Information,51,,,7374,
1069152,Atel Capital Equipment Fund Viii LLC,,Administrative and Support and Waste Management and Remediation Services,56,,,7359,
1069157,East West Bancorp Inc,,Finance and Insurance,52,,,6022,
1069183,"Axon Enterprise, Inc.",Taser International Inc,Manufacturing,33,,,3480,
1069202,Lennox International Inc,,Manufacturing,33,,,3585,
1069258,"Kratos Defense & Security Solutions, Inc.",,Manufacturing,33,Other Services (except Public Administration),81,3760,4899
106926,Whitney Holding Corp,,Finance and Insurance,52,,,6021,
1069308,"Opexa Therapeutics, Inc.",,Manufacturing,32,,,2834,
1069353,Conexant Systems Inc,,Manufacturing,33,,,3674,
1069394,Flexible Solutions International Inc,,Manufacturing,32,,,2890,
1069489,Wescorp Energy Inc,,Construction,23,,,1389,
1069530,Pain Therapeutics Inc,,Manufacturing,32,,,2834,
1069533,RGC Resources Inc,,Transportation and Warehousing,48,,,4923,
1069563,Defense Industries International Inc,,Retail Trade,45,,,5900,
1069680,"Hannover House, Inc.",,Information,51,,,7812,9995
1069799,Pacific Sands Inc,,Manufacturing,33,,,3585,
1069878,Trex CO Inc,,Manufacturing,32,,,2400,
1069899,Phibro Animal Health Corp,,Manufacturing,32,Manufacturing,31,2834,2040
1069996,Federated National Holding CO,21st Century Holding CO,Finance and Insurance,52,,,6331,
1070045,"China Integrated Energy, Inc.",,Manufacturing,32,,,2911,
1070081,"PTC Therapeutics, Inc.",,Manufacturing,32,,,2834,
1070154,Sterling Bancorp,Provident NEW York Bancorp,Finance and Insurance,52,,,6021,6036
1070181,"SAN West, Inc",,Manufacturing,33,,,3711,
1070295,Capitol City Bancshares Inc,,Finance and Insurance,52,,,6022,
1070296,First Capital Inc,,Finance and Insurance,52,,,6035,
1070336,Achillion Pharmaceuticals Inc,,Manufacturing,32,,,2834,
1070361,Artificial Life Inc,,Information,51,,,7372,
1070380,Saba Software Inc,,Information,51,,,7372,
1070412,Consol Energy Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1221,
1070423,Plains ALL American Pipeline LP,,Transportation and Warehousing,48,,,4610,
1070494,Acadia Pharmaceuticals Inc,,Manufacturing,32,,,2834,
1070495,Belcrest Capital Fund LLC,,Finance and Insurance,52,,,6200,
1070523,Community Shores Bank Corp,,Finance and Insurance,52,,,6022,
1070524,Greene County Bancorp Inc,,Finance and Insurance,52,,,6036,
1070680,Central Federal Corp,,Finance and Insurance,52,,,6035,
1070698,Raptor Pharmaceutical Corp,,Manufacturing,32,,,2834,
1070699,Uagh Inc,,Information,51,,,4812,
1070750,"Host Hotels & Resorts, Inc.",,Finance and Insurance,52,,,6798,
1070789,Asia Properties Inc,,Construction,23,,,6552,
1070985,"Corecivic, Inc.",Corrections Corp OF America,Finance and Insurance,52,Administrative and Support and Waste Management and Remediation Services,56,6798,8744
1071255,"Golden Entertainment, Inc.",Lakes Entertainment Inc,"Arts, Entertainment, and Recreation",71,,,7990,
1071264,Jacksonville Bancorp Inc /FL/,,Finance and Insurance,52,,,6022,
1071341,Edelman Financial Group Inc.,Sanders Morris Harris Group Inc,Finance and Insurance,52,,,6282,
107140,"Wiley John & Sons, Inc.",,Information,51,,,2731,
1071411,Fusion Telecommunications International Inc,,Information,51,,,7372,4813
1071625,Dover Saddlery Inc,,Retail Trade,45,,,5940,
1071739,Centene Corp,,Finance and Insurance,52,,,6324,
1071760,Ecosphere Technologies Inc,,Manufacturing,33,,,3530,
1071840,"Solarwindow Technologies, Inc.","NEW Energy Technologies, Inc.",Manufacturing,32,,,2860,
1071941,"Arcadia Resources, Inc",,Other Services (except Public Administration),81,,,7200,
1071992,Capital Bank Corp,,Finance and Insurance,52,,,6022,
1071993,Contango OIL & GAS CO,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1072248,M Line Holdings Inc,,Manufacturing,33,,,3540,
1072343,Arch Chemicals Inc,,Manufacturing,32,,,2800,
1072379,Northwest Biotherapeutics Inc,,Manufacturing,32,,,2834,
1072627,Kingsway Financial Services Inc,,Finance and Insurance,52,,,6331,
107263,Williams Companies Inc,,Transportation and Warehousing,48,,,4922,
1072725,Gold Reserve Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1040,
1072805,Wells Real Estate Fund XII LP,,Real Estate and Rental and Leasing,53,,,6532,
1072806,EOS Preferred Corp,,Real Estate and Rental and Leasing,53,,,6500,
1072847,Tower Financial Corp,,Finance and Insurance,52,,,6022,
1073146,American International Industries Inc,,Manufacturing,33,Finance and Insurance,52,3714,6799
1073149,Cornerstone Realty Fund LLC,,"Arts, Entertainment, and Recreation",71,,,6512,
1073349,Bottomline Technologies Inc /DE/,,Information,51,,,7372,
1073362,"Occidental Development Group, Inc.",Intelligent Living Corp,Administrative and Support and Waste Management and Remediation Services,56,Wholesale Trade,42,7359,5020
1073429,US Concrete Inc,,Manufacturing,32,,,3272,
1073431,Life Technologies Corp,,Manufacturing,32,,,2836,
1073475,Citizens First Corp,,Finance and Insurance,52,,,6021,
1073748,Yummies Inc,,,,,,9995,
1073967,Serena Software Inc,,Information,51,,,7372,
1074447,MNP Petroleum Corp,Manas Petroleum Corp,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1074458,"Manasota Group, Inc.",Horizon Bancorporation Inc,Finance and Insurance,52,,,6021,
107454,Wilshire Enterprises Inc,,Real Estate and Rental and Leasing,53,,,6513,
1074828,Visualant Inc,,Manufacturing,33,,,3829,
1074871,Bear Lake Recreation Inc,,,,,,6770,
1074902,Lcnb Corp,,Finance and Insurance,52,,,6021,
1074909,FAB Universal Corp.,Wizzard Software Corp /CO,Information,51,,,7372,
1074929,Maverick Minerals Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,Wholesale Trade,42,1000,5040
1075058,MLM Index Fund,,Finance and Insurance,52,,,6221,
1075415,Senior Housing Properties Trust,,Finance and Insurance,52,,,6798,
1075531,Priceline Group Inc.,Priceline COM Inc,Other Services (except Public Administration),81,,,7389,
1075607,TC Pipelines LP,,Transportation and Warehousing,48,,,4922,
1075656,"Igo, Inc.",,Manufacturing,33,,,3577,
1075706,Citizens Holding CO /MS/,,Finance and Insurance,52,,,6022,
1075736,"Crexendo, Inc.",Imergent Inc,"Professional, Scientific, and Technical Services",54,,,7373,
1075773,Treaty Energy Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1075857,View Systems Inc,,"Professional, Scientific, and Technical Services",54,,,7380,
1075993,"International Building Technologies Group, Inc.",,"Arts, Entertainment, and Recreation",71,,,7990,
1076167,Adolor Corp,,Manufacturing,32,,,2834,
1076195,"Life Time Fitness, Inc.",Life Time Fitness Inc,"Arts, Entertainment, and Recreation",71,,,7997,
1076262,Terralene Fuels Corp,Golden Spirit Enterprises Ltd.,"Arts, Entertainment, and Recreation",71,,,7990,
1076394,Central Bancorp Inc /MA/,,Finance and Insurance,52,,,6022,
1076481,Sequenom Inc,,Manufacturing,33,,,3829,
1076522,Ictv Brands Inc.,International Commercial Television Inc,Retail Trade,45,,,5961,
1076541,"Innocom Technology Holdings, Inc.",,Manufacturing,33,,,3661,
1076682,"Polarityte, Inc.",Majesco Entertainment CO,Information,51,,,7372,
1076691,Oconee Financial Corp,,Finance and Insurance,52,,,6022,
1076700,"KIT Digital, Inc.",,"Professional, Scientific, and Technical Services",54,,,8900,
1076744,"Emav Holdings, Inc.","Popbig, Inc.@@@Ravenwood Bourne, Ltd.",Manufacturing,33,,,3711,6770
1076784,"Yosen Group, Inc.",China 3C Group,Retail Trade,44,,,5731,
107681,Winn Dixie Stores Inc,,Retail Trade,45,,,5411,
107687,Winnebago Industries Inc,,Manufacturing,33,,,3716,
1076891,China Holdings Group Inc,,Other Services (except Public Administration),81,,,4581,
1076930,Novanta Inc,GSI Group Inc,Manufacturing,33,,,3690,
1076939,Skystar Bio-Pharmaceutical CO,,Manufacturing,32,,,2834,
1076966,Sierra Resource Group Inc,,,,,,6770,
1077183,Neogenomics Inc,,"Professional, Scientific, and Technical Services",54,,,8734,
1077241,T Reit Liquidating Trust,,"Arts, Entertainment, and Recreation",71,,,6512,
1077319,"Avstar Aviation Group, Inc.",,Other Services (except Public Administration),81,,,4581,
1077370,"Prism Technologies Group, Inc.",Insweb Corp@@@Internet Patents Corp,Other Services (except Public Administration),81,,,7389,
1077385,"RPM Advantage, Inc.",,Manufacturing,33,,,3663,
1077428,Texas Capital Bancshares Inc/Tx,,Finance and Insurance,52,,,6022,
1077561,"China Elite Information Co., Ltd.",,Other Services (except Public Administration),81,,,7389,
1077637,"Smooth Global (China) Holdings, Inc.",,Manufacturing,33,Information,51,3690,4813
1077638,Sense Technologies Inc,,Manufacturing,33,,,3714,
1077688,Hooker Furniture Corp,,Manufacturing,33,,,2510,
1077771,Umpqua Holdings Corp,,Finance and Insurance,52,,,6035,
1077800,"Accel Brands, Inc.","Accelpath, Inc.@@@Technest Holdings Inc",Manufacturing,33,,,3829,
1077866,Looksmart LTD,,Information,51,,,7374,
1077915,"Tactical AIR Defense Services, Inc.",,Educational Services,61,,,8200,
1078037,"Remedent, Inc.",,Manufacturing,33,,,3843,
1078075,Netscout Systems Inc,,"Professional, Scientific, and Technical Services",54,,,7373,
1078099,"Meet Group, Inc.","Meetme, Inc.@@@Quepasa Corp","Professional, Scientific, and Technical Services",54,,,7310,
107815,Wisconsin Electric Power CO,,Utilities,22,,,4911,
1078207,"Nautilus, Inc.",,Manufacturing,33,,,3949,
1078271,Extreme Networks Inc,,Manufacturing,33,,,3576,
107832,Wisconsin Power & Light CO,,Utilities,22,,,4931,
107833,Wisconsin Public Service Corp,,Utilities,22,,,4931,
1078383,Iparty Corp,,Retail Trade,45,,,5940,
1078723,"Fuel Performance Solutions, Inc.",International Fuel Technology Inc,Manufacturing,32,,,2911,
1079023,Varian Semiconductor Equipment Associates Inc,,Manufacturing,33,,,3559,
1079282,"Bio-Matrix Scientific Group, Inc.",,Other Services (except Public Administration),81,,,7389,
1079297,"Progreen US, Inc.","Progreen Properties, Inc.",Real Estate and Rental and Leasing,53,,,6500,
10795,Becton Dickinson & CO,,Manufacturing,33,,,3841,
1079577,Stancorp Financial Group Inc,,Finance and Insurance,52,,,6321,
1079786,George Foreman Enterprises Inc,,Information,51,,,3652,
1080014,"Innoviva, Inc.",Theravance Inc,Manufacturing,32,,,2834,
1080034,"Conversant, Inc.",Valueclick Inc/Ca,"Professional, Scientific, and Technical Services",54,,,7311,
1080056,"Thestreet, Inc.",Thestreet COM,Information,51,,,2711,
1080099,Informatica Corp,,Information,51,,,7372,
1080224,Edgar Online Inc,,Other Services (except Public Administration),81,,,7389,
1080319,"Newgioco Group, Inc.",Empire Global Corp.,Real Estate and Rental and Leasing,53,,,6500,
1080340,"Manhattan Bridge Capital, Inc",,Finance and Insurance,52,,,6798,6153
1080360,"China Valves Technology, Inc",,Manufacturing,33,,,3490,
1080398,"Titan Energy Worldwide, Inc.",,Manufacturing,33,,,3612,
1080448,Patriot Gold Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1040,
1080602,Novation Holdings Inc,Allezoe Medical Holdings Inc,Educational Services,61,"Mining, Quarrying, and Oil and Gas Extraction",21,8200,1000
1080627,V Media Corp,China NEW Media Corp,"Professional, Scientific, and Technical Services",54,,,7310,
1080634,Australian OIL & GAS Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1080657,"Netreit, Inc.",,Finance and Insurance,52,,,6798,
1080667,Ditech Networks Inc,,Manufacturing,33,,,3661,
1080709,Arena Pharmaceuticals Inc,,Manufacturing,32,,,2834,
1080747,Greenway Medical Technologies Inc,,"Professional, Scientific, and Technical Services",54,,,7373,
1081074,"Armada Oil, Inc.","International Energy, Inc.@@@NDB Energy, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21,Other Services (except Public Administration),81,1311,7389
1081078,API Technologies Corp.,,Manufacturing,33,,,3674,
1081091,Studio II Brands Inc,,Accommodation and Food Services,72,,,5812,9995
1081183,Nation Energy Inc,,"Professional, Scientific, and Technical Services",54,,,1382,
1081188,Gold Entertainment Group Inc,,,,,,6770,
1081206,China Transinfo Technology Corp.,,"Professional, Scientific, and Technical Services",54,,,7373,
1081316,Berkshire Hathaway Energy CO,Midamerican Energy Holdings CO /NEW/,Utilities,22,,,4900,
1081568,First Asia Holdings LTD,,Finance and Insurance,52,Construction@@@Manufacturing,23@@@32,6153,1520@@@2833
1081745,"Intellinetics, Inc.",Globalwise Investments Inc,Information,51,,,7372,6770
1081834,Uonlive Corp,,Information,51,,,4832,
1081860,Alaska Pacific Bancshares Inc,,Finance and Insurance,52,,,6035,
1081938,"Cannapharmarx, Inc.",Golden Dragon Holding CO.,Manufacturing,32,,,2834,6770
1081944,"China Organic Fertilizer, Inc.",,,,,,6770,
1082027,Northstar Electronics Inc,,Manufacturing,33,,,3663,
1082038,Durect Corp,,Manufacturing,32,,,2834,
1082176,"Kleangas Energy Technologies, Inc.",,Manufacturing,33,,,3714,
1082198,"Pernix Group, Inc.",,Construction,23,,,1520,
1082278,Environmental Solutions Worldwide Inc,,Manufacturing,33,,,3714,
1082324,Virnetx Holding Corp,,Real Estate and Rental and Leasing,53,,,6794,
1082384,"China Green Material Technologies, Inc.",,Other Services (except Public Administration),81,,,7389,
1082431,"Pavilion Energy Resources, Inc.",,Other Services (except Public Administration),81,,,7389,
1082492,Vadda Energy Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1311,
1082506,"Great ELM Capital Group, Inc.","Openwave Systems Inc@@@Unwired Planet, Inc.",Information,51,,,7372,
1082510,UIL Holdings Corp,,Utilities,22,,,4911,
1082526,Sciquest Inc,,Information,51,,,7372,
1082554,United Therapeutics Corp,,Manufacturing,32,,,2834,
1082564,First Community Bank Corp OF America,,Finance and Insurance,52,,,6035,
1082576,Grupo International Inc,,"Professional, Scientific, and Technical Services",54,,,8731,
1082733,"Nustate Energy Holdings, Inc.",,"Professional, Scientific, and Technical Services",54,,,4731,
1082754,Team Health Holdings Inc.,,Administrative and Support and Waste Management and Remediation Services,56,,,7363,
1082822,"Biogeron, Inc.",Angel Acquisition Corp.,Real Estate and Rental and Leasing,53,,,6500,
1082923,Stamps.Com Inc,,Other Services (except Public Administration),81,Retail Trade,45,7389,5961
108312,"Woodward, Inc.",,Manufacturing,33,,,3620,
1083220,"Xcel Brands, Inc.","Netfabric Holdings, Inc",Real Estate and Rental and Leasing,53,Other Services (except Public Administration),81,6794,7389
1083243,Nzch Corp,ZAP COM Corp,"Professional, Scientific, and Technical Services",54,,,7310,
1083301,Ikonics Corp,,Manufacturing,33,,,3861,
1083318,Interactive Intelligence Inc,,Information,51,,,7372,
1083383,"EV Charging Usa, Inc","Milwaukee Iron Arena Football, Inc","Arts, Entertainment, and Recreation",71,,,7990,
1083410,Cigma Metals Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1400,
1083446,"Apollo Medical Holdings, Inc.",,"Professional, Scientific, and Technical Services",54,@@@Health Care and Social Assistance,@@@62,8742,6770@@@8090
1083459,"China Water Group, Inc.",,Administrative and Support and Waste Management and Remediation Services,56,,,4950,
1083490,Sunrise Real Estate Group Inc,,Real Estate and Rental and Leasing,53,,,6513,
1083522,Jones Soda CO,,Manufacturing,31,,,2080,
1083643,"Fauquier Bankshares, Inc.",,Finance and Insurance,52,,,6022,
1083663,I/Omagic Corp,,Manufacturing,33,,,3572,
1083689,Southcoast Financial Corp,,Finance and Insurance,52,,,6022,
1083706,Enxnet Inc,,"Mining, Quarrying, and Oil and Gas Extraction",21,Information,51,1311,7372
1083712,Mecklermedia Corp,Mediabistro Inc.@@@Webmediabrands Inc.,Other Services (except Public Administration),81,,,7389,
1083743,"Flux Power Holdings, Inc.","Lone Pine Holdings, Inc",Manufacturing,33,"Agriculture, Forestry, Fishing and Hunting",11,3690,0800
1083768,Sage Fund LP,,Finance and Insurance,52,,,6200,
1083848,CAN CAL Resources LTD,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
108385,World Acceptance Corp,,Finance and Insurance,52,,,6141,
1083866,Eden Energy Corp,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1221,
1083922,"Aurasource, Inc.",,"Professional, Scientific, and Technical Services",54,,,1382,
1083944,Medical Makeover Corp OF America,,Other Services (except Public Administration),81,,,7389,
1084031,"Integrated Environmental Technologies, Ltd.",,Manufacturing,33,,,3569,
1084048,"J2 Global, Inc.",J2 Global Communications Inc,Information,51,,,4822,
1084067,WNC Housing TAX Credit Fund VI LP Series 7,,Real Estate and Rental and Leasing,53,,,6513,
1084182,Immediatek Inc,,Information,51,,,7372,
1084226,Searchlight Minerals Corp.,,"Mining, Quarrying, and Oil and Gas Extraction",21,,,1000,
1084267,"Mobiquity Technologies, Inc.",ACE Marketing & Promotions Inc,"Professional, Scientific, and Technical Services",54,,,7310,
1084332,Salon Media Group Inc,,"Professional, Scientific, and Technical Services",54,,,7310,
